source,target,tgt_lng 
digital counters,数字计数器,
Figure 4–48,图4-48,
combinational logic circuits,组合逻辑电路,
Gray codes,格雷码,
BCD-to-binary code conversion,BCD到二进制代码转换,
adder circuits,加法器电路,
8-bit BCD code,8位BCD码,
2-digit decimal number,两位十进制数,
Tens Digit,十位数字,
input voltage,输入电压,
Figure 12–20,图12-20,
Sigma-Delta ADC Functional Block Diagram,Σ-Δ模数转换器功能框图,
Figure 12–21,图12-21,
analog input signal,模拟输入信号,
feedback loop,反馈回路,
summation point,求和点,
difference signal,差值信号,
1-bit ADC,1位模数转换器,
quantized signal,量化信号,
1-bit quantizer,1位量化器,
Semisynchronous buses,半同步总线,
programmable timer,可编程定时器,
Ready,就绪,
FIGURE 14–7,图14-7,
multiplexing/demultiplexing,多路复用/解复用,
Opto-magnetic disk memories,光磁盘存储器,
Storage Function,存储功能,
FIGURE 9–10,图9-10,
asynchronously clocked modulus-12 counter,异步时钟模12计数器,
IMPLEMENTATION: 4-BIT ASYNCHRONOUS BINARY COUNTER,实现：4位异步二进制计数器,
74HC93,74HC93,
CLK A,CLK A,
3-bit asynchronous counter,3位异步计数器,
CLK B,CLK B,
gated reset inputs,门控复位输入,
RO(1),RO(1),
RO(2),RO(2),
0000 state CLR,0000状态CLR,
4-bit modulus-16 counter,4位模16计数器,
Figure 9–11(a),图9-11(a),
Figure 9–11(b),图9-11(b),
LDA,LDA,
load accumulator,加载累加器,
branch instructions,分支指令,
program loops,程序循环,
Figure 11–65,图11-65,
register latency,寄存器延迟,
cache latency,缓存延迟,
main memory latency,主存延迟,
hard disk latency,硬盘延迟,
Auxiliary memory latency,辅助存储延迟,
74xx86,74xx86,
74xx1G00,74xx1G00,
READ/WRITE devices,读写设备,
battery backup,电池备份,
density,密度,
refreshed,刷新,
power,功耗,
Table 11–2,表11-2,
Claude Shannon,克劳德·香农,
MIT,麻省理工学院,
A Symbolic Analysis of Relay and Switching Circuits,《继电器与开关电路的符号分析》,
CMOS inverter circuit,CMOS反相器电路,
CMOS NAND and NOR gates,CMOS与非门和或非门,
open-drain output,开漏输出,
CMOS devices,CMOS器件,
bipolar (TTL) circuits,双极型（TTL）电路,
n-channel MOSFET,N沟道MOSFET,
p-channel MOSFET,P沟道MOSFET,
saturation,饱和,
cutoff,截止,
open collector,开集电极,
ANSI/IEEE standard symbol,ANSI/IEEE标准符号,
open-collector output,开集电极输出,
Tri-state TTL Gates,三态TTL门,
TTL tri-state inverter,TTL三态反相器,
totem-pole configuration,图腾柱配置,
diode D1,二极管D1,
forward biased,正向偏置,
Table 3–9,表3–9,
Figure 3–38,图3–38,
EXAMPLE 3–18,例3–18,
Component,组件,
FIGURE 6–24,图6-24,
IMPLEMENTATION: 4-BIT MAGNITUDE COMPARATOR,实现：4位数值比较器,
74HC85/74LS85,74HC85/74LS85,
Bench-type DMM,台式数字万用表,
Handheld DMM,手持式数字万用表,
B + K Precision,B + K Precision,
Fluke,福禄克,
FIGURE 3–57,图3-57,
SRAM-based devices,基于SRAM的器件,
Hardware description languages,硬件描述语言,
BASIC,BASIC,
input variable values,输入变量值,
output values,输出值,
Example 4–20,例4–20,
Table 4–6,表4–6,
Waveform Inputs,波形输入,
Noninverting input,同相输入端,
Inverting input,反相输入端,
Flash (Simultaneous) Analog-to-Digital Converter,闪速（并行）模数转换器,
reference voltages,参考电压,
analog input voltage,模拟输入电压,
3-bit converter,3位转换器,
4-bit converter,4位转换器,
n-bit binary code,n位二进制码,
resistive voltage-divider circuit,电阻分压电路,
EN input,使能输入端,
dc supply voltages,直流电源电压,
batteries,电池,
dc supply,直流电源,
Table 7–4,表7-4,
IC families,集成电路系列,
AHC,AHC,
25°C,25°C,
Table 3–7,表3-7,
Figure 3–30,图3-30,
Examples 3–12 and 3–13,示例3-12和3-13,
EXAMPLE 3–11,示例3-11,
Figure 3–29,图3-29,
Chapter 9,第9章,
Figure 7–40,图7-40,
Negative edge-triggered J-K flip-flops,负边沿触发的J-K触发器,
HIGH-to-LOW transition,高到低转换,
2-bit sequence,2位序列,
memory-mapped I/O,内存映射输入/输出,
direct I/O,直接输入/输出,
Motorola MC68360,Motorola MC68360,
NXP LPC2292,NXP LPC2292,
trigger voltage,触发电压,
comparator B,比较器B,
comparator A,比较器A,
base of Q1,Q1基极,
Figure 7–57,图7-57,
0.01 F,0.01 F,
decoupling optional,去耦可选,
DISCH,放电,
THRESH,阈值,
TRIG,触发,
pin 7,引脚7,
64 bits,64位,
64 bytes,64字节,
64-bit words,64位字,
Memory Banks,内存库,
memory chip,内存芯片,
8-byte word,8字节字,
Basic Memory Operations,基本内存操作,
Addressing,寻址,
sum-of-weights evaluation,权值和计算,
EXAMPLE 2–20,例2–20,
JTAG-compliant PLD,符合JTAG标准的PLD,
Figure 5–10(a),图5-10(a),
Figure 5–10(b),图5-10(b),
active-LOW input S@R latch,低电平有效输入S@R锁存器,
active-HIGH input NOR gate latch,高电平有效输入或非门锁存器,
periodic wave,周期波,
bistable logic circuit,双稳态逻辑电路,
digital integrated circuits,数字集成电路,
programmable,可编程,
Digital outputs,数字输出,
Digital inputs,数字输入,
Device fan-out,器件扇出,
Tri-state circuit,三态电路,
parallel adder,并行加法器,
Display Logic,显示逻辑,
common-anode display,共阳极显示器,
LOW logic level,低电平,
HIGH logic level,高电平,
bipolar (TTL) logic,双极型（TTL）逻辑,
RJ-45,RJ-45,
ground,地,
digital circuit,数字电路,
SECTION 8–7 CHECKUP,第8-7节检查,
sequential logic circuit,时序逻辑电路,
output waveform,输出波形,
secured area,受保护区域,
4-digit security code,4位安全码,
Figure 8–42,图8-42,
security code logic,安全代码逻辑,
numeric keypad,数字键盘,
instruction read miss,指令读取未命中,
data read miss,数据读取未命中,
data write miss,数据写入未命中,
hit,命中,
boundary scan cells,边界扫描单元,
TDI pin,TDI引脚,
TDO pin,TDO引脚,
boundary scan test software,边界扫描测试软件,
TABLE 10–5,表10-5,
FIGURE 10–60,图10-60,
Figure 9–5,图9-5,
2-bit counter,2位计数器,
digital logic,数字逻辑,
Figure 9–4,图9-4,
TABLE 9–1,表9-1,
periodic digital waveform,周期性数字波形,
Digital Waveform,数字波形,
Binary Information,二进制信息,
The Clock,时钟,
data recipients,数据接收者,
actuators,执行器,
computer systems,计算机系统,
input section,输入部分,
output section,输出部分,
Figure 14–1,图14-1,
general-purpose computer system,通用计算机系统,
Memories/Storage,内存/存储,
FIGURE 14–10,图14-10,
Basic model of a simplified processor,简化处理器的基本模型,
14–3 The Processor: Basic Operation,14-3 处理器：基本操作,
read and write operations,读写操作,
Figure 14–9,图14-9,
SAMPLE/PRELOAD,SAMPLE/PRELOAD,
IDCODE,IDCODE,
Test Reset,测试复位,
TRST,TRST,
Test Data In,测试数据输入,
Test Mode Select,测试模式选择,
Test Clock,测试时钟,
TAP controller,TAP控制器,
standard POS expression,标准POS表达式,
EXAMPLE 4–22,例4-22,
Table 4–8,表4-8,
signal tracing method,信号追踪方法,
waveform timing diagram,波形时序图,
IC1,IC1,
IC2,IC2,
IC3,IC3,
FIGURE 5–47,图5-47,
NOT-AND,非与,
2-input NAND gate,二输入与非门,
8-bit binary,8位二进制,
Gray,格雷码,
BCD number,BCD数,
4-input multiplexer,4输入多路复用器,
8-input multiplexers,8输入多路复用器,
data-input shift register,数据输入移位寄存器,
data-output register,数据输出寄存器,
Universal Asynchronous Receiver Transmitter,通用异步收发传输器,
Microprocessor system,微处理器系统,
Parallel data bus,并行数据总线,
External device,外部设备,
HPRI,最高值输入优先,
active-LOW inputs,低电平有效输入,
active-LOW BCD outputs,低电平有效BCD输出,
device pin numbers,器件引脚编号,
entity DecBCDencoder,实体DecBCDencoder,
in bit,输入位,
out bit,输出位,
architecture LogicFunction,架构LogicFunction,
Gray code counter,格雷码计数器,
Chapter 2,第2章,
Totem pole,图腾柱,
Figure 3–17,图3-17,
ignition switch,点火开关,
30 s,30秒,
audible alarm,声音报警器,
FIGURE 9–76,图9-76,
Figure 9–38,图9-38,
"divide-by-10,000 counter",十分频计数器,
"divide-by-100,000 counter",十万分频计数器,
10 MHz clock,10 MHz时钟,
single flip-flops,单个触发器,
modulus-5 counters,模5计数器,
Section 9–7 Counter Decoding,第9-7节 计数器译码,
HIGH output indication,高电平输出指示,
4-bit binary counter,4位二进制计数器,
BIN/DEC,二进制/十进制,
Error output,错误输出,
Chapter 11,第11章,
Figure 6–59,图6-59,
ASCII counter,ASCII计数器,
decimal counter,十进制计数器,
address bits,地址位,
front end,前端,
back end,后端,
SECTION 14–1 CHECKUP,第14-1节复习题,
SECTION 14–2,第14-2节,
wait-state generators,等待状态发生器,
FIGURE 11–61,图11-61,
Hard disk organization and formatting,硬盘组织与格式化,
files,文件,
device driver,设备驱动程序,
hard drive BIOS,硬盘BIOS,
computer’s operating system,计算机操作系统,
FAT,文件分配表,
File Allocation Table,文件分配表,
Root Directory,根目录,
Hard Disk Performance,硬盘性能,
seek operation,寻道操作,
sector,扇区,
time-division multiplexing,时分复用,
baseband communications,基带通信,
broadband communications,宽带通信,
optical communications,光通信,
fiber optics,光纤,
rf systems,射频系统,
radio control,无线电遥控,
model planes,模型飞机,
model boats,模型船,
model cars,模型车,
bits per second,比特每秒,
bps,bps,
Differentiator,微分器,
Rectifier,整流器,
AND-OR-Invert circuit,与或非电路,
exclusive-NOR circuit,同或电路,
rule 7,规则7,
rule 5,规则5,
rule 10,规则10,
Figure 4–20,图4-20,
Example 4–9,例4-9,
Parallel SCSI Bus,并行SCSI总线,
small computer system interface,小型计算机系统接口,
storage servers,存储服务器,
tape drives,磁带驱动器,
scanners,扫描仪,
CD drives,CD驱动器,
SCSI-1,SCSI-1,
SCSI-2,SCSI-2,
SCSI-3,SCSI-3,
SCSI-4,SCSI-4,
fast,快速,
ultra,超速,
wide,宽幅,
Table 6–3,表6-3,
74LS283,74LS283,
Figure 6–10,图6-10,
ti.com,ti.com,
even parity codes,偶校验码,
odd parity codes,奇校验码,
transmitted CRC code,传输的CRC码,
timekeeping systems,计时系统,
60 Hz sinusoidal ac voltage,60赫兹正弦交流电压,
1 Hz pulse waveform,1赫兹脉冲波形,
divide-by-60 counter,六十分频计数器,
divide-by-10 counter,十分频计数器,
divide-by-6 counter,六分频计数器,
synchronous decade counters,同步十进制计数器,
decoder count 6,译码器计数6,
BCD/7-seg,BCD/7段,
ten-bit input vector Key,十位输入向量Key,
decimal digit,十进制数字,
input Enter,输入Enter,
4-bit parallel in/parallel out shift register A,4位并行输入/并行输出移位寄存器A,
external system clock,外部系统时钟,
Alarm output signal,报警输出信号,
arming operation,布防操作,
Enter key,Enter键,
code-selection logic block,代码选择逻辑块,
shift register B,移位寄存器B,
shift register A,移位寄存器A,
8-bit parallel in/serial out shift register C,8位并行输入/串行输出移位寄存器C,
S_L input,S_L输入,
hours decade counter,小时十进制计数器,
mode,模式,
clock line,时钟线,
inverter output,反相器输出,
Figure 9–82,图9-82,
PCM system,脉冲编码调制系统,
code bits,代码位,
pulse modulation methods,脉冲调制方法,
3-bit counter,3位计数器,
Figure 9–6,图9-6,
binary count,二进制计数,
Figure 9–7,图9-7,
Multiplexed I/O operation,多路复用输入/输出操作,
bus system,总线系统,
sending device,发送设备,
center conductor,中心导体,
insulating dielectric material,绝缘介电材料,
copper braided or foil shield,铜编织或箔屏蔽层,
protective jacket,保护外皮,
BNC (Bayonet Neill-Concelman) connectors,BNC（卡口式Neill-Concelman）连接器,
Ultraviolet,紫外线,
FIGURE 13–10,图13-10,
microwave signals,微波信号,
Earth’s atmosphere,地球大气层,
AM broadcast band,AM广播波段,
ham radio bands,业余无线电波段,
repeater towers,中继塔,
satellites,卫星,
FIGURE 13–11,图13-11,
SECTION 4–2 CHECKUP,第4-2节检查,
associative law of addition,加法结合律,
DeMorgan,德摩根,
Boole,布尔,
negative-OR gates,负或门,
negative-AND gates,负与门,
DeMorgan’s first theorem,德摩根第一定理,
complement of a product of variables,变量乘积的补,
sum of the complements of the variables,变量补的和,
ANDed variables,与运算变量,
OR of the complements,补的或运算,
DeMorgan’s second theorem,德摩根第二定理,
finite state machine,有限状态机,
parallel binary adder,并行二进制加法器,
74HC283s,74HC283,
8-bit numbers,8位数字,
16-bit addition,16位加法,
Section 6–1,第6-1节,
ALU register,ALU寄存器,
integer numbers,整数,
ADD instructions,ADD指令,
FADD instructions,FADD指令,
data-input register,数据输入寄存器,
SET and RESET states,置位和复位状态,
parallel data outputs,并行数据输出,
1s and 0s,1和0,
Figure 8–41,图8-41,
dual-trace oscilloscope,双踪示波器,
timing analysis,时序分析,
load line,加载线,
Boolean rules and laws,布尔规则和定律,
Q3Q2Q1Q0,Q3Q2Q1Q0,
2-bit,2位,
3-bit,3位,
Registered,寄存模式,
FGPA,现场可编程门阵列,
timing skew,时序偏移,
expansion buses,扩展总线,
assembler directives,汇编器指令,
word ptr,word ptr,
unsigned number,无符号数,
Figure 14–33,图14-33,
Combination logic functions,组合逻辑功能,
Software versions,软件版本,
standard logic functions,标准逻辑功能,
74XX series,74XX系列,
programmable logic design,可编程逻辑设计,
Demultiplexer (DEMUX),多路分配器 (DEMUX),
Table 12–2,表12-2,
integrated circuit ADCs,集成电路ADC,
ADC chip,ADC芯片,
Bipolar Junction Transistor,双极结型晶体管,
npn BJT,npn型双极结型晶体管,
TTL NOR gate,TTL或非门,
LS TTL gate,LS TTL门,
literal term,文字项,
inverse term,反项,
commutative law of multiplication,乘法交换律,
FIGURE 8–18,图8-18,
RIGHT /LEFT waveform,右/左波形,
FIGURE 8–17,图8-17,
IMPLEMENTATION: 4-BIT BIDIRECTIONAL UNIVERSAL SHIFT REGISTER,实现：4位双向通用移位寄存器,
universal bidirectional shift register,通用双向移位寄存器,
logic block symbol,逻辑模块符号,
FIGURE 8–19,图8-19,
FIGURE 8–20,图8-20,
Shift right,右移,
shift-right serial input,右移串行输入,
SR SER,SR SER,
Shift left,左移,
shift-left serial input,左移串行输入,
SL SER,SL SER,
Static Memory Cell Array,静态存储单元阵列,
Row Select line,行选择线,
Data in,数据输入,
Data out,数据输出,
Data I/O,数据输入/输出,
Write line,写入线,
Read line,读取线,
Basic Asynchronous SRAM Organization,基本异步静态随机存取存储器结构,
32k * 8 bit memory,32k * 8位存储器,
waveform editor tool,波形编辑器工具,
interconnections,互连,
fixed-function logic circuit,固定功能逻辑电路,
FIGURE 6–48,图6-48,
16-input multiplexer,16输入多路复用器,
7-Segment Display Multiplexer,七段显示器多路复用器,
Figure 6–49,图6-49,
BCD numbers,BCD数,
quad 2-input multiplexer,四通道双输入多路复用器,
BCD digits,BCD数字,
data-select line,数据选择线,
2-line-to-4-line decoder,2线到4线译码器,
EXAMPLE 6–9,示例6-9,
5-bit number,5位数字,
74HC154 decoders,74HC154解码器,
A4A3A2A1A0,A4A3A2A1A0,
5-bit expansion,5位扩展,
chip select inputs,芯片选择输入,
CS2,CS2,
Figure 6–30,图6-30,
electrically erasable CMOS,电可擦除CMOS,
TC 4,TC 4,
Hz,赫兹,
truncated modulus,截断模数,
C2C016,C2C016,
82C016,82C016,
"Counters 1, 2, and 3",计数器1、2和3,
counter 4,计数器4,
C16,C16,
D2 input,D2输入,
solder connection,焊点连接,
conductor,导体,
bent pin,弯曲引脚,
D3 input,D3输入,
counter 3,计数器3,
exclusive-NOR function,异或非函数,
OR operation,或运算,
bubble outputs,气泡输出,
bubble inputs,气泡输入,
NAND symbols,与非符号,
negative-OR symbols,负或符号,
XNORgate,XNORgate,
XNORfunction,XNORfunction,
SECTION 3–7 CHECKUP,第3-7节检查,
3-input NOR gate,三输入或非门,
SECTION 3–8,第3-8节,
LSBs,最低有效位,
FIGURE 6–19,图6-19,
XNOR gates,同或门,
equality,相等,
inequality,不相等,
EXAMPLE 6–5,例6-5,
USB-to-RS-232 converters,USB转RS-232转换器,
P06-54,P06-54,
P06-55,P06-55,
P06-56,P06-56,
triggering edge,触发边沿,
50% point,50%点,
count 2,计数值2,
count 7,计数值7,
F09-43,F09-43,
Decoding Glitches,解码毛刺,
Figure 9–44,图9-44,
asynchronous BCD decade counter,异步BCD十进制计数器,
Figure 9–45,图9-45,
VREAD,VREAD,
FIGURE 11–35,图11-35,
flash cell,闪存单元,
low gain,低增益,
charge-coupled device memory,电荷耦合器件存储器,
CCD memory,CCD存储器,
pulse positions,脉冲位置,
sine wave,正弦波,
3-bit binary number,3位二进制数,
green stair-step waveform,绿色阶梯波形,
PCM waveform,PCM波形,
PCM representation,PCM表示,
digital audio,数字音频,
digital telephone systems,数字电话系统,
Sample-and-Hold,采样保持,
3-bit analog-to-digital converter,3位模数转换器,
Binary code to PCM conversion,二进制码到PCM转换,
FIGURE 13–38 Block diagram of a PCM system,图13-38 PCM系统框图,
2-input AND gate,双输入与门,
input variable,输入变量,
output variable,输出变量,
Figure 3–15(a),图3-15(a),
AND gate logic symbol,与门逻辑符号,
bytes of data,数据字节,
Selective bit manipulations,选择性位操作,
IC family,集成电路系列,
74LS00 NAND gate,74LS00与非门,
74LS family,74LS系列,
FIGURE 7–61,图7-61,
ideal waveforms,理想波形,
F07-61,F07-61,
Figure 7–62(a),图7-62(a),
race condition,竞争条件,
Figure 7–62(b),图7-62(b),
HIGH levels,高电平,
design flaw,设计缺陷,
positive edge-triggered device,正边沿触发器件,
Figure 7–63(a),图7-63(a),
Figure 7–63(b),图7-63(b),
valid state,有效状态,
UP/DOWN control variable,上下控制变量,
Gray code sequence,格雷码序列,
UP/DOWN control input,上下控制输入,
FIGURE 6–78,图6-78,
7-segment decoder/driver,7段译码器/驱动器,
Section 6–6 Encoders,第6-6节 编码器,
Figure 6–37,图6-37,
BCD (8421) code,BCD（8421）码,
74HC147 encoder,74HC147编码器,
Section 6–7 Code Converters,第6-7节 代码转换器,
ABCD,ABCD,
WXY,WXY,
XYZ,XYZ,
SCL line,SCL线,
master/slave concept,主从概念,
master device,主设备,
slaves,从设备,
clock rates,时钟速率,
standard mode,标准模式,
enhanced mode,增强模式,
high-speed mode,高速模式,
slave address,从设备地址,
write bit,写位,
acknowledge (ACK) signal,应答（ACK）信号,
read bit,读位,
S@R latch,S@R锁存器,
Figure 7–6(b),图7-6(b),
IMPLEMENTATION: S@R LATCH,实现：S@R锁存器,
quad S@R latch,四路S@R锁存器,
Figure 7–7(a),图7-7(a),
logic array block,逻辑阵列块,
FIGURE 5–45,图5-45,
Open output in driving device,驱动器件的开路输出,
visual check,目视检查,
Edge connectors,边缘连接器,
pencil eraser,铅笔橡皮擦,
Q-tip,棉签,
alcohol,酒精,
loose-fitting pins,松动的引脚,
Open Input in a Load Device,负载器件的开路输入,
FIGURE 5–46,图5-46,
Output or Input Shorted to Ground,输出或输入对地短路,
FIGURE 7–8,图7-8,
level-sensitive device,电平敏感器件,
invalid state,无效状态,
library,库,
use,使用,
all,全部,
inout,输入输出,
Figure 9–13,图9-13,
UpDnDecadeCntr,UpDnDecadeCntr,
MAX/MIN,最大值/最小值,
Q waveform,Q波形,
Figure 7–9(b),图7-9(b),
Figure 7–9(a),图7-9(a),
D (data) input,D（数据）输入,
Figure 7–10,图7-10,
EXAMPLE 7–3,例7-3,
Figure 7–11(a),图7-11(a),
single bit error,单比特错误,
mask ROMs,掩模只读存储器,
MOS PROM array,MOS PROM阵列,
fusible links,可熔断连接,
direct set,直接置位,
direct reset,直接复位,
synchronous operation,同步操作,
Figure 7–25,图7-25,
edge-triggered D flip-flop,边沿触发D触发器,
Figure 7–26,图7-26,
74LS10 triple 3-input NAND gate IC,74LS10 三重三输入与非门集成电路,
bad solder connection,焊点不良,
Table 4–5,表4-5,
Figure 4–18,图4-18,
device,设备,
driving device,驱动设备,
load devices,负载设备,
failures,故障,
failure modes,故障模式,
LOW state,低电平状态,
HIGH state,高电平状态,
data storage device,数据存储设备,
PLD programming language,可编程逻辑器件编程语言,
computer language,计算机语言,
scope,示波器,
graph-displaying device,图形显示设备,
electrical signal,电信号,
digital oscilloscopes,数字示波器,
analog scope,模拟示波器,
cathode ray tube,阴极射线管,
CRT,CRT,
electron beam,电子束,
4-bit binary-to-Gray code converter,4位二进制到格雷码转换器,
4-bit Gray-to-binary converter,4位格雷码到二进制转换器,
PMOS gate,PMOS门,
VGG,VGG,
drain-to-source resistance,漏源电阻,
current-limiting resistor,限流电阻,
n-channel MOS transistor,N沟道MOS晶体管,
NMOS circuits,NMOS电路,
IEEE-1394 bus standard,IEEE-1394总线标准,
S100 mode,S100模式,
S1600 mode,S1600模式,
read/write memory,读写存储器,
byte-organized memory,字节组织存储器,
least significant position,最低有效位位置,
least significant bits,最低有效位,
NAND function,与非功能,
SECTION 5–3 CHECKUP,第5-3节检查,
ANDed,与操作,
Complex Programmable Logic Devices,复杂可编程逻辑器件,
TABLE 2–8,表2-8,
mechanical assembly,机械组件,
home position,原点位置,
robotic systems,机器人系统,
Control signal,控制信号,
Encoded position,编码位置,
Motor controller,电机控制器,
Upper sensor,上部传感器,
Lower sensor,下部传感器,
Motor,电机,
elevator motor,电梯电机,
floor sensor pulse,楼层传感器脉冲,
FLR,FLR,
state controller,状态控制器,
basement,地下室,
floor counter state diagram,楼层计数器状态图,
Figure 9–63,图9-63,
driving gate,驱动门,
input capacitance,输入电容,
load gates,负载门,
output resistance,输出电阻,
Figure 15–11,图15-11,
CMOS gate,CMOS门,
frequency of operation,工作频率,
TTL Loading,TTL负载,
TTL driving gate,TTL驱动门,
IIH,IIH,
IIL,IIL,
Figure 15–12,图15-12,
internal input and output resistance,内部输入和输出电阻,
serial data-input line,串行数据输入线,
stack,堆栈,
electromagnet,电磁铁,
most significant bits,最高有效位,
Figure 6–18,图6-18,
Basic comparator operation,基本比较器操作,
Binary number A,二进制数A,
Binary number B,二进制数B,
FIGURE 11–73,图11-73,
Figure 11–74,图11-74,
XOR sum,异或和,
Figure 11–75,图11-75,
tri-state device,三态器件,
fetch cycle,取指周期,
LUT-CPLD,查找表-复杂可编程逻辑器件,
POS functions,积之和函数,
product of complements,补码乘积,
ANSI/IEEE Standard 91-1984/Std. 91a-1991,ANSI/IEEE 标准 91-1984/Std. 91a-1991,
IC technologies,集成电路技术,
Bipolar (TTL),双极型（TTL）,
FIGURE 13–1,图13-1,
Basic data transmission system,基本数据传输系统,
Wire Connections,有线连接,
Data buses,数据总线,
FIGURE 13–2,图13-2,
Conductive traces,导电走线,
Wire interconnections,导线互连,
copper braided,铜编织层,
foil shield,箔屏蔽层,
electromagnetic interference,电磁干扰,
protective insulating jacket,保护性绝缘外皮,
FIGURE 13–3,图13-3,
Bayonet Neill-Concelman,Bayonet Neill-Concelman,
cable TV,有线电视,
Internet connections,互联网连接,
CMOS NOR gate,CMOS或非门,
pancake syrup,煎饼糖浆,
temperature transducer,温度传感器,
temperature controller,温度控制器,
level sensors,液位传感器,
valve control logic,阀门控制逻辑,
maximum level,最高液位,
minimum level,最低液位,
Finlet,Finlet,
Vinlet,Vinlet,
Voutlet,Voutlet,
PAL arrays,PAL阵列,
Nonvolatile FPGAs,非易失性FPGA,
compilation,编译,
DIP switches,DIP开关,
4-bit shift register,4位移位寄存器,
Half Adders,半加器,
Full Adders,全加器,
Troubleshooting Applied Logic,应用逻辑故障排除,
binary to Gray code,二进制到格雷码,
Gray code to binary,格雷码到二进制,
74HC93 4-bit asynchronous counter,74HC93 4位异步计数器,
moduli,模数,
5-stage synchronous binary counter,5级同步二进制计数器,
FIGURE 14–12,图14-12,
stages,阶段,
segments,段,
Figure 6–39,图6-39,
push-button switches,按钮开关,
binary data,二进制数据,
binary digit,二进制数字,
FreqDivide Behavior,FreqDivide Behavior,
LS TTL,低功耗肖特基晶体管-晶体管逻辑,
fractional digit,小数位数字,
Figure 4–28,图4-28,
EXAMPLE 4–23,例4-23,
Figure 4–29,图4-29,
component declaration,组件声明,
port statement,端口语句,
entity declaration,实体声明,
component instantiation statement,组件实例化语句,
VHDL programming,VHDL编程,
Key term glossary,关键术语词汇表,
Problem set,习题集,
Design,设计,
successive approximation ADC,逐次逼近模数转换器,
C programming language,C编程语言,
TMS320C6000 series DSPs,TMS320C6000系列数字信号处理器,
NAND and NOR Gates,与非门和或非门,
NumArray,NumArray,
direct addressing,直接寻址,
Table 3–5,表3-5,
Figure 3–20,图3-20,
time interval t1,时间间隔t1,
time interval t2,时间间隔t2,
time interval t3,时间间隔t3,
time interval t4,时间间隔t4,
FIGURE 5–74,图5-74,
gate G5,门G5,
Table 2–5,表2-5,
Invalid Codes,无效代码,
Example 2–33,例2-33,
Figure 11–3,图11-3,
3-dimensional array,三维数组,
data units,数据单元,
bit-organized memory array,位组织内存阵列,
byte-organized memory array,字节组织内存阵列,
10 Mbps,10 Mbps,
MOSI,MOSI,
master out slave in,主出从入,
MISO,MISO,
master in slave out,主入从出,
SCLK,SCLK,
serial clock,串行时钟,
slave select,从机选择,
serial data in,串行数据输入,
serial data out,串行数据输出,
Figure 3–26,图3-26,
Figure 3–27,图3-27,
Basic Parity Logic,基本奇偶校验逻辑,
modulo-2 sum,模2和,
modulo-2 adder,模2加法器,
adding circuits,加法电路,
Table 3–13,表3-13,
CRC systems,CRC系统,
division process,除法过程,
EXAMPLE 3–21,例3-21,
output waveforms,输出波形,
input waveforms,输入波形,
Figure 3–48,图3-48,
latch mode,锁存模式,
transitional sampling,过渡采样,
personal computer,个人计算机,
handheld and mobile devices,手持和移动设备,
serial and parallel ports,串行和并行端口,
monitor,显示器,
Section 10–1,第10-1节,
product-term selection matrix,乘积项选择矩阵,
Figure 10–10,图10-10,
shared expander,共享扩展器,
parallel expander inputs,并行扩展器输入,
complemented product term,取反乘积项,
Figure 10–11,图10-11,
macrocell array,宏单元阵列,
address multiplexing,地址复用,
refresh logic,刷新逻辑,
row address select,行地址选择,
column address select,列地址选择,
row address register,行地址寄存器,
column address register,列地址寄存器,
Figure 11–20,图11-20,
R/W input,读/写输入,
Figure 11–21,图11-21,
rf amplifier,射频放大器,
Antenna,天线,
RF section,射频部分,
FIGURE 12–38,图12-38,
digital cellular phone,数字蜂窝电话,
Speech compression,语音压缩,
Speech decompression,语音解压缩,
Protocol handling,协议处理,
handover,切换,
base station,基站,
Error detection and correction,错误检测与纠正,
RINT,RINT,
REXT,REXT,
CEXT,CEXT,
Figure 6–46(a),图6-46(a),
Figure 6–46(b),图6-46(b),
Parallel Data Storage,并行数据存储,
clock inputs,时钟输入端,
positive edge-triggered flip-flops,正边沿触发的触发器,
asynchronous reset,异步复位,
CLR line,CLR线,
Byte 4,字节4,
Data B,数据B,
Figure 13–44,图13-44,
buffering,缓冲,
Data A,数据A,
Byte n,字节n,
Byte n + 1,字节n+1,
Figure 13–45,图13-45,
data source C,数据源C,
The Read Operation,读取操作,
8-bit data bus,8位数据总线,
processor timing and control unit,处理器时序与控制单元,
Binary-coded input,二进制编码输入,
Switching sequence control input,切换序列控制输入,
parallel inverters,并行反相器,
NOT circuits,非门电路,
Figure 2–2,图2-2,
FIGURE 15–34,图15-34,
TTL NAND gate,TTL与非门,
current-sinking,电流吸收型,
LOW output state,低电平输出状态,
HIGH output state,高电平输出状态,
Schottky diodes,肖特基二极管,
Figure 15–35,图15-35,
Schottky transistor,肖特基晶体管,
74S00,74S00,
advanced Schottky,先进肖特基,
advanced low-power Schottky,先进低功耗肖特基,
ALS,ALS,
FIGURE 15–32,图15-32,
Open-collector symbol,集电极开路符号,
arithmetic and shared arithmetic mode,算术和共享算术模式,
synthesis phase,综合阶段,
boundary scan TAP,边界扫描TAP,
flip–flops,触发器,
multiplexer logic,多路复用器逻辑,
Standard Forms,标准形式,
product-of-sums form,或与式,
74HC154 binary-to-decimal decoder,74HC154 二进制到十进制解码器,
74HC42 BCD-to-decimal decoder,74HC42 BCD到十进制解码器,
74HC47 BCD-to-7-segment decoder,74HC47 BCD到七段解码器,
EXAMPLE 5–12,例5-12,
Figure 5–31,图5-31,
