source,target,tgt_lng 
High precision scale heartbeat output,高精度标度心率输出,
for human subjects,针对人体受试者,
High PSRR,高电源抑制比,
High Q filters,高Q值滤波器,
High resolution pulsed excitation bridge signal conditioner,高分辨率脉冲激励电桥信号调理器,
2-channel video amplifier,双通道视频放大器,
data conversion adaptive threshold trigger circuit,数据转换自适应阈值触发电路,
current summing comparator,电流求和比较器,
fast time-to-height converter,快速时间-高度转换器,
RMS wideband voltmeter,均方根宽带电压表,
voltage-controlled sine wave oscillator,压控正弦波振荡器,
DC stabilization,直流稳定,
differential inputs,差分输入,
differentially sensed techniques,差分检测技术,
differential comparator amplifier with adjustable offset,带可调偏移的差分比较放大器,
with settable automatic limiting and offset,带可设自动限幅与偏移,
digital-to-analog converter (DAC),数模转换器（DAC）,
with adaptive trigger,带自适应触发,
high accuracy analog multiplier,高精度模拟乘法器,
high speed differential line receiver,高速差分线路接收器,
"loop, through cable receivers",环路及电缆接收器,
circuit breaker,断路器,
high power voltage controlled current source,大功率压控电流源,
voltage controlled current source,压控电流源,
oscillator microphone-to-antenna AM radio station,麦克风至天线AM电台振荡器,
DC/DC conversion,直流/直流转换,
60Hz AC power line,60Hz交流电源线,
harmonic energy content,谐波能量含量,
Tektronix 454,泰克454型示波器,
Hartley power oscillator,哈特利功率振荡器,
diode-capacitor tripler,二极管-电容三倍压器,
75V,75V,
Tektronix 7000 series,泰克7000系列示波器,
"resonant, offline converter",谐振式离线转换器,
Tektronix 7904,泰克7904型示波器,
series resonant network,串联谐振网络,
sine wave transformer drive,正弦波变压器驱动,
125W,125W,
100mV output noise,100mV输出噪声,
CHAPTER 8,第8章,
step-down,降压,
Figure 7.1,图7.1,
capacitor,电容器,
Faraday,法拉第,
Figure 7.2,图7.2,
VCOMP,VCOMP,
Figure 7.3,图7.3,
Figure 7.4,图7.4,
LTC Application Note 32,LTC应用笔记32,
11kHz,11千赫,
1kHz square wave,1千赫方波,
2.5kHz,2.5千赫,
5kHz,5千赫,
10kHz cutoff frequency,10千赫截止频率,
first harmonic,基波,
second harmonic,二次谐波,
7.5kHz square wave,7.5千赫方波,
12.5kHz,12.5千赫,
132nd harmonic,第132次谐波,
133rd harmonic,第133次谐波,
134th harmonic,第134次谐波,
135th harmonic,第135次谐波,
7.5kHz fundamental frequency,7.5千赫基频,
2500Hz Square Wave,2500赫方波,
75dB Noise Level,75分贝噪声电平,
Lew Cronis,刘·克罗尼斯,
Figure 7.11,图7.11,
Figure 7.10,图7.10,
Figure 7.12,图7.12,
Figure 7.13,图7.13,
Figure 7.9,图7.9,
Chapter 7,第7章,
transducer degradation,传感器退化,
zero and gain,零点和增益,
sample-hold stage,采样保持级,
LT1021-5 reference,LT1021-5基准源,
instrumentation amplifier A1,仪表放大器A1,
Figure 32.23,图32.23,
Figure 32.24,图32.24,
CMOS chopper-stabilized amplifier,CMOS斩波稳定型放大器,
1ppm settling time measurement,1 ppm建立时间测量,
Figure 13.3,图13.3,
primary,初级,
secondary,次级,
parasitic capacitors,寄生电容,
switch current waveform,开关电流波形,
Figure 13.4,图13.4,
reflected secondary capacitance,反射次级电容,
Figure 13.2,图13.2,
AC Current Paths for Parasitic Capacitors,寄生电容的交流电流路径,
Operating Waveforms for High Voltage Converter,高压转换器工作波形,
Simplified Primary Model During Transient Conditions,瞬态条件下的简化初级模型,
step-up transformer design,升压变压器设计,
Pulse Engineering Inc.,Pulse Engineering公司,
"San Diego, CA",加利福尼亚州圣地亚哥,
Hurricane Electronics Lab,Hurricane电子实验室,
"Hurricane, UT",犹他州飓风市,
Coilcraft Inc.,Coilcraft公司,
"Cary, IL",伊利诺伊州卡里,
"Renco Electronics, Inc.",Renco电子公司,
"Deer Park, NY",纽约州迪尔帕克,
Ferroxcube,Ferroxcube,
ferrites,铁氧体,
"Saugerties, NY",纽约州索格蒂斯,
Micrometals,Micrometals,
powdered iron,粉末铁,
"Anaheim, CA",加利福尼亚州阿纳海姆,
Pyroferric International Inc.,Pyroferric国际公司,
"Toledo, IL",伊利诺伊州托莱多,
Fair-Rite Products Corp.,Fair-Rite产品公司,
"Wallkill, NY",纽约州沃基尔,
"Stackpole Corp., Ferrite Products Group",Stackpole公司铁氧体产品部,
"St. Mary’s, PA",宾夕法尼亚州圣玛丽斯,
Magnetics Division–Spang & Co.,Spang公司磁性元件部,
"Butler, PA",宾夕法尼亚州巴特勒,
"TDK Corp. of America, Industrial Ferrite Products",美国TDK公司工业铁氧体产品部,
"Skokie, IL",伊利诺伊州斯科基,
"Grossner, N.R.",格罗斯纳（Grossner）,
Transformers for Electronic Circuits,电子电路用变压器,
"Middlebrook, R.D.",米德尔布鲁克（Middlebrook）,
"Cuk, S.",丘克（Cuk）,
Advances in Switched Mode Power Conversion,开关模式功率变换技术进展,
TESLA Co.,TESLA公司,
"Pasadena, CA",加利福尼亚州帕萨迪纳,
Powercon,Powercon会议,
"Power Concepts, Inc.",Power Concepts公司,
"Ventura, CA",加利福尼亚州文图拉,
Linear Ferrite Magnetic Design Manual,线性铁氧体磁性设计手册,
Design Manual for SMPS Power Transformers,开关电源变压器设计手册,
SECTION TWO,第二部分,
Switching Regulator Design,开关稳压器设计,
telecom,电信,
total harmonic distortion,总谐波失真,
Chapter 40,第40章,
power supply selection,电源选择,
filter response selection,滤波器响应选择,
biquad filter,双二阶滤波器,
Figure 31.1,图31.1,
Active RC Inverting Integrator,有源RC反相积分器,
Inverting Switched-Capacitor Integrator,反相开关电容积分器,
Richard Markell,理查德·马克尔,
J-FET,结型场效应晶体管,
switched capacitor filter,开关电容滤波器,
Zener bridge clamping,齐纳桥式钳位,
74HC191,74HC191,
Tim Regan,蒂姆·里根,
Figure 36.21,图36.21,
Figure 36.22,图36.22,
Figure 36.24,图36.24,
Analog-to-digital conversion circuits,模数转换电路,
strain gauges,应变计,
humidity sensors,湿度传感器,
high performance ADCs,高性能模数转换器,
supply and reference bypassing,电源和基准旁路,
analog input signal conditioning,模拟输入信号调理,
sampling clock generation,采样时钟生成,
signal jitter,信号抖动,
data outputs,数据输出,
20-bit DAC,20位数模转换器,
effective number of bits,有效位数,
ENOB,有效位数,
instrument performance,仪器性能,
test techniques,测试技术,
20-bit resolution,20位分辨率,
265ns,265纳秒,
Figure 38.8,图38.8,
AC line voltage regulator,交流线路电压调节器,
photovoltaic optoisolator,光伏光耦隔离器,
JFET Q5,结型场效应晶体管Q5,
5A,5安,
50%,50%,
4A,4安培,
80%,80%,
HV,高压,
60V,60伏,
ISW,开关平均电流,
20V Zener,20伏齐纳二极管,
RZ,限流电阻RZ,
isolated flyback mode,隔离反激模式,
VIN-to-VSW voltage,VIN至VSW电压,
CZ,输入旁路电容CZ,
CHAPTER 5,第5章,
signal path delay,信号路径延迟,
circuit trimming procedures,电路调整程序,
settling time circuit,建立时间电路,
adjustable delay network,可调延迟网络,
pulse-generator input,脉冲发生器输入,
200mV/DIV,200毫伏/格,
10k-1W divider,10千欧-1瓦分压器,
44ns,44纳秒,
serial interface,串行接口,
10ns,10纳秒,
post amplifier,后置放大器,
17ns,17纳秒,
Baseline Zero,基线零点,
10mV per division,10毫伏/格,
precision 10k resistors,精密10千欧电阻,
5.1kW,5.1千欧,
sample delay,采样延迟,
sample window width,采样窗口宽度,
pulse generator input,脉冲发生器输入,
40kHz square wave,40千赫方波,
Figures B2-B7,图B2–B7,
Overdrive Limit,过驱动限值,
Appendix C Measuring and compensating signal path delay and circuit trimming procedures,附录C 测量与补偿信号路径延迟及电路调整程序,
S E C TI O N O N E Data Conversion,第一部分 数据转换,
AD565A,AD565A,
Figure 33.66,图33.66,
Figure 33.67,图33.67,
Figure 33.68,图33.68,
LT1193,LT1193,
Inverting topology,反相拓扑结构,
phase impairments,相位失真,
I/Q modulator image signal,I/Q调制器镜像信号,
I and Q inputs,I路和Q路输入,
differential baseband signals,差分基带信号,
Isolated analog-to-digital converters (ADC),隔离型模数转换器（ADC）,
10-bit A/D converter,10位模数转换器,
Isolated limit comparator,隔离型限幅比较器,
Isolated power line monitor,隔离型电力线监测器,
"ISR, scanning 8 channels",中断服务程序，扫描8通道,
JFET buffer,结型场效应晶体管缓冲器,
K factor,K系数,
Lamp,白炽灯,
electronic equivalent,电子等效器件,
excessive distortion production,过度失真产生,
Lamp-based amplitude stabilization,基于白炽灯的幅度稳定,
Laser based systems,激光系统,
Laser current source,激光器电流源,
input programming voltage,输入编程电压,
Laser intensity peak,激光强度峰值,
Laser module ambient-to-sensor lag characteristic,激光模块环境至传感器滞后特性,
Laser wavelength,激光波长,
-24V LCD bias generator,-24 V液晶显示器偏置发生器,
Lead acid battery,铅酸电池,
battery charger,电池充电器,
LED-driven optically-coupled MOSFET switches,LED驱动的光耦合MOSFET开关,
Level transducer digitizer,液位传感器数字化器,
AC bridge technique,交流电桥技术,
LGA packaging,焊盘栅格阵列封装,
Linearization breakpoint-based,基于断点的线性化,
continuous function,连续函数,
offset-based,基于偏移的线性化,
processor-based,基于处理器的线性化,
thermocouple digital techniques,热电偶数字处理技术,
Linearized methane transducer signal conditioner,线性化甲烷传感器信号调理器,
Linearized output methane detector,线性化输出甲烷检测器,
Linearized RTD signal conditioner,线性化RTD信号调理器,
Linear post-regulator,线性后置稳压器,
high frequency rejection parasitics,高频抑制寄生参数,
high frequency rejection evaluation/optimization,高频抑制评估/优化,
input and output ripple and switching spike content,输入输出纹波与开关尖峰含量,
switching regulator residue minimization,开关稳压器残留最小化,
selection criteria,选型标准,
switching regulator AC output content,开关稳压器交流输出含量,
Linear thermometer,线性温度计,
Linear variable differential transformers (LVDTs),线性可变差动变压器（LVDT）,
continuous mode operation,连续导通模式运行,
fully isolated flyback,全隔离反激,
negative buck converter,负压降压变换器,
VD1,VD1,
forward voltage of D1,D1正向压降,
VD2,VD2,
forward voltage of D2,D2正向压降,
R1/R2,R1/R2反馈网络,
reference voltage of LT1070,LT1070基准电压,
100mV to 400mV,100 mV至400 mV,
forward series resistance of D1,D1正向串联电阻,
VOUT = 5V,输出电压为5 V,
5:1 range,5:1范围,
0.05W,0.05 Ω,
9 inches of #22 hookup wire,9英寸22号线,
1.24k,1.24千欧,
Schottky TTL Schmitt trigger,肖特基TTL施密特触发器,
digital divider stages,数字分频级,
16-bit A/D converter,16位模数转换器,
V!F converters,压频转换器,
AN14,AN14,
Designs for High Performance V!F Converters,高性能压频转换器设计,
Figure 26.20,图26.20,
Figure 26.22,图26.22,
Figure 26.23,图26.23,
Figure 26.24,图26.24,
Figure 34.78,图34.78,
November 1996,1996年11月,
Chapter 34,第34章,
A/D driver,模数转换器驱动器,
D/A output stages,数模转换器输出级,
Figure 37.1,图37.1,
Philbrick K2-W,Philbrick K2-W,
January 1953,1953年1月,
Figure 37.2,图37.2,
Schottky TTL,肖特基晶体管-晶体管逻辑,
diode power dissipation,二极管功耗,
ILIM,ILIM,
shorted output,短路输出,
foldback current limit,折返式电流限制,
Figure 5.24,图5.24,
R1 tap point,R1分压点,
output peak-to-peak voltage ripple,输出峰峰值电压纹波,
Photo C8,图C8,
Figure C9,图C9,
Figure 33.104,图33.104,
Figure C10,图C10,
Figure C11,图C11,
Figure C12,图C12,
Text Figure 33.140,图33.140,
Figure C13,图C13,
1190 family,1190系列,
LT1190,LT1190,
Figure C14,图C14,
Figure C15,图C15,
Text Figure 33.142,图33.142,
PIC-16C5X,PIC-16C5X,
Lord Kelvin,开尔文勋爵,
Warren Little,沃伦·利特尔,
C. S. Draper Laboratory,C. S. 德雷珀实验室,
M. I. T. Instrumentation Laboratory,麻省理工学院仪器实验室,
Florin Oprescu,弗洛林·奥普雷斯库,
Reference 40,参考文献40,
Chapter 33,第33章,
Figure 39.1,图39.1,
Figure 39.2,图39.2,
0.1Hz to 10Hz noise,0.1 Hz 至 10 Hz 噪声,
Figure 18.8,图18.8,
1kW shunt,1kΩ分流器,
Zener-current source,齐纳电流源,
S1A,S1A,
S1B,S1B,
S2A,S2A,
1mF unit,1mF单元,
LED driven MOSFET switches,LED驱动MOSFET开关,
5.1V Zener,5.1V齐纳二极管,
Section Five,第五部分,
AC voltmeter,交流电压表,
RMS,均方根,
force-balance,力平衡,
HP-3400A,HP-3400A,
AC-DC converter,交流-直流转换器,
thermal AC–DC conversion,热式交流-直流转换,
References 4 and 5,参考文献4和5,
CHAPTER 12,第12章,
sigma-delta,西格玛-德尔塔,
Figure 38.1,图38.1,
Figure 38.2,图38.2,
Figure 38.3,图38.3,
Schottky switching diodes,肖特基开关二极管,
feedforward,前馈,
line variations,输入电压变化,
buck regulator,降压稳压器,
transfer function,传递函数,
loop instability,环路不稳定,
shunt frequency compensation,并联频率补偿,
internal 2.3V reference,内部2.3V基准电压,
output status,输出状态,
SECTION TWO Switching Regulator Design,第二部分 开关稳压器设计,
1.25 Msps,1.25兆样本/秒,
12-bit ADC,12位模数转换器,
analog ground plane,模拟接地平面,
digital ground plane,数字接地平面,
bypass caps,去耦电容,
reference caps,基准电容,
filter caps,滤波电容,
op amp bypass caps,运算放大器去耦电容,
single ADC systems,单ADC系统,
digital output driver ground pin,数字输出驱动器接地引脚,
digital ground pin,数字接地引脚,
Tantalum 10mF surface mount devices,10毫法钽质表面贴装器件,
0.1mF ceramics,0.1毫法陶瓷电容,
Figure 8.4,图8.4,
Figure 8.6,图8.6,
Figure 8.7,图8.7,
5V to 12V,5 V 至 12 V,
forward configuration,正激配置,
PC trace,印制电路板走线,
APD bias programming input,APD偏置编程输入,
high side,高压侧,
APD bias regulator,APD偏置调节器,
51k resistor,51 kΩ电阻,
100k resistor,100 kΩ电阻,
Powering Lasers and Illumination Devices,激光器与照明器件供电,
San Francisco Zoo,旧金山动物园,
Celia Moreno M.D.,塞莉亚·莫雷诺医学博士,
1MHz voltage-to-frequency converter,1MHz电压-频率转换器,
Figure 29.20,图29.20,
Figure 29.21,图29.21,
74C14 Schmitt,74C14施密特触发器,
LTC201,LTC201,
Figure 29.19,图29.19,
Micropower circuits for signal conditioning,用于信号调理的微功耗电路,
CHAPTER 29,第29章,
Nello Sevastopoulos,内洛·塞瓦斯托波洛斯,
Philip Karantzalis,菲利普·卡拉坦扎利斯,
Kevin Vasconcelos,凯文·瓦斯康塞洛斯,
Signal Conditioning,信号调理,
Avalanche photodiodes,雪崩光电二极管,
APDs,雪崩光电二极管,
Figure 18.1,图18.1,
notebook computer,笔记本电脑,
8-pin SO package,8引脚SO封装,
power MOSFETs,功率MOSFET,
SO packaging,SO封装,
heat sinked,加装散热器,
N-channel MOSFET switches,N沟道MOSFET开关,
palmtop computers,掌上电脑,
NiCad stack,镍镉电池组,
sleep mode,睡眠模式,
disk drives,硬盘驱动器,
quiescent operation,静态工作,
backup power,备用电源,
AA alkaline cells,AA碱性电池,
AC,交流,
372Hz,372赫兹,
SCO-106,SCO-106,
NBS,NBS,
Figure 26.9,图26.9,
Figure 26.10,图26.10,
10pF unit,10皮法电容单元,
1M-1000pF RC,1兆欧-1000皮法RC电路,
2.5V,2.5伏,
10MHz output,10兆赫输出,
Precision 1Hz to 10MHz voltage-to-frequency converter,精密1赫兹至10兆赫电压-频率转换器,
LT1122,LT1122,
high speed FET amplifier,高速场效应晶体管放大器,
Figure 34.57,图34.57,
1Hz to 10MHz output,1赫兹至10兆赫输出,
12MHz,12兆赫,
VIN = 12V,输入电压为12伏,
140dB,140分贝,
7 decades,7个十倍频程,
10MHz full-scale frequency,10兆赫满量程频率,
monolithic V/Fs,单片式电压-频率转换器,
Q = CV,电荷量等于电容乘以电压,
summing node (S),求和节点（S）,
monitoring amplifier,监控放大器,
Charge Pump-Based Feedback,电荷泵式反馈,
50ppm/°C Drift,50ppm/°C温漂,
seven-nanosecond comparator,7纳秒比较器,
RC oscillator,RC振荡器,
Figure 28.25,图28.25,
crystal oscillator,晶体振荡器,
Figure 28.26,图28.26,
Figure 28.27,图28.27,
Guy Hoover,盖伊·胡佛,
40 arc-minute angle,40角分角度,
5k trimmer,5k可调电阻器,
400Hz output,400Hz输出,
piezo-electric accelerometer,压电加速度计,
ceramic materials,陶瓷材料,
Figure 20.16,图20.16,
A/D conversion,模数转换,
LT1009 diode bridge,LT1009二极管桥,
Figure 20.17,图20.17,
Figure 18.20,图18.20,
LT1120,LT1120,
Figure 18.21,图18.21,
Figure 18.19,图18.19,
ferrite cores,铁氧体磁芯,
core volume,磁芯体积,
peak inductor current,电感峰值电流,
effective relative permeability,有效相对磁导率,
maximum operating flux density,最大工作磁通密度,
gauss,高斯,
effective core volume,有效磁芯体积,
gapped ferrite core,带气隙铁氧体磁芯,
spacers,垫片,
custom gapped cores,定制气隙磁芯,
gap length,气隙长度,
powdered iron cores,铁粉磁芯,
core loss,铁芯损耗,
DC flux densities,直流磁通密度,
temperature rise,温升,
winding loss,绕组损耗,
Elliptic filters,椭圆滤波器,
Butterworth filters,巴特沃斯滤波器,
Bessel filters,贝塞尔滤波器,
LTC1064 family,LTC1064系列,
Figure 31.41,图31.41,
Figure 31.42,图31.42,
Figure 31.36,图31.36,
sampled bridge signal conditioner,采样式电桥信号调理器,
Figure 32.25,图32.25,
sampled bridge drive,采样式电桥驱动,
bridge transducer,电桥式传感器,
sample-hold output stage,采样保持输出级,
Figure 32.26,图32.26,
sampled strain gauge signal conditioner,采样式应变片信号调理器,
ground strap wire,接地带导线,
Figure 34.20,图34.20,
4-inch long ground strap,4英寸长接地带,
Figure 34.21,图34.21,
1/4-inch spring tip ground connection accessory,1/4英寸弹簧尖端接地连接附件,
Figure 34.22,图34.22,
Figure 34.23,图34.23,
50% output amplitude error,50%输出幅度误差,
active circuitry,有源电路,
Figure 34.24,图34.24,
Probe A,探头A,
Probe B,探头B,
Probe E,探头E,
Probe F,探头F,
Probe G,探头G,
low impedance grounding attachments,低阻抗接地附件,
conventional ground lead,常规接地引线,
CMOS analog IC design,CMOS模拟集成电路设计,
charge,电荷,
Monolithic filters,单片滤波器,
voltage converters,电压转换器,
IC CMOS switches,集成电路CMOS开关,
switch timing,开关时序,
board-level use,板级应用,
Multi-pole switching,多极开关,
"self-driven, non-overlapping clock",自驱动非重叠时钟,
Figure 25.1,图25.1,
non-overlapping clock,非重叠时钟,
DPDT switch sections,双刀双掷开关部分,
simultaneous conduction,同时导通,
series connected switch sections,串联开关部分,
guard points,保护点,
switched-capacitor based circuits,开关电容电路,
Analog sampled data,模拟采样数据,
carrier-based systems,载波型系统,
continuous approaches,连续型方法,
switched-capacitor instrumentation building block,开关电容仪器仪表构建模块,
IC instrumentation amps,集成电路仪表放大器,
mini-DIP,迷你双列直插封装,
sinewave oscillators,正弦波振荡器,
Wien bridge oscillator,维恩电桥振荡器,
feedback theory,反馈理论,
6F6 plate,6F6屏极,
6J7 first grid,6J7第一栅极,
6J7 cathode,6J7阴极,
vacuum tube,真空管,
Bruce E. Hofer,布鲁斯·E·霍弗,
"Audio Precision, Inc.",音频精密公司,
Seeback effect,塞贝克效应,
Figure 26.2,图26.2,
Figure 26.3,图26.3,
Figure 26.4,图26.4,
Figure 26.5,图26.5,
C HA P T E R 2 6,第26章,
D.L. Klipstein,D.L. 克利普斯坦,
Murphy,墨菲,
Figure 33.4,图33.4,
unterminated pulse generator cable,未端接脉冲发生器电缆,
reflections,反射,
characteristic impedance,特性阻抗,
Figure 33.5,图33.5,
terminating resistor,端接电阻,
BNC coaxial type,BNC同轴型,
50W terminator,50欧姆端接器,
carbon or metal film types,碳膜或金属膜型,
composition types,合成型,
inductive characteristics,电感特性,
non-inductive types,无感型,
74S Logic,74S逻辑电路,
High Speed HCMOS,高速HCMOS,
IL,电感电流,
Figure 30.7,图30.7,
cold junction,冷端,
cold junction compensator circuitry,冷端补偿电路,
Seebeck coefficient,塞贝克系数,
Figure 30.8,图30.8,
Figure 30.9,图30.9,
type J thermocouple,J型热电偶,
Figure 30.10,图30.10,
Figure 4.14,图4.14,
Figure 4.15,图4.15,
Figure 4.16,图4.16,
Figure 4.17,图4.17,
Figure 4.18,图4.18,
Vicor,Vicor,
Section One,第一部分,
Figure 28.6,图28.6,
filter cutoff frequency,滤波器截止频率,
Single 5V supply operation,单5V电源供电,
Figure 28.7,图28.7,
Pin 2,引脚2,
buffer input,缓冲器输入,
R0DC,R0DC,
system ground,系统地,
signal/noise ratio,信噪比,
monolithic switched-capacitor filters,单片开关电容滤波器,
"R, C active filters",RC有源滤波器,
S/N ratio,信噪比,
RMS swing,均方根摆幅,
wideband noise,宽带噪声,
harmonic distortion,谐波失真,
W5V supplies,5V电源,
100mVRMS wideband noise,100mVRMS宽带噪声,
1VRMS output levels,1VRMS输出电平,
80dB,80dB,
Figure 28.8,图28.8,
1kHz cutoff frequency,1kHz截止频率,
5th Order LP Filter,五阶低通滤波器,
common mode suppression technique,共模抑制技术,
DC common mode suppression loop,直流共模抑制环路,
LT1022,LT1022,
Figure 32.48,图32.48,
virtual ground,虚地,
Figure 32.49,图32.49,
gainloop ripple residue,增益环路纹波残余,
Bruce Hofer,布鲁斯·霍弗,
2.5MHz precision rectifier/AC voltmeter,2.5 MHz精密整流器/交流电压表,
diode drops,二极管压降,
Figure 32.50,图32.50,
synchronous rectifier configuration,同步整流配置,
Figure 32.51,图32.51,
1MHz sine wave,1 MHz正弦波,
zero cross detected,过零检测,
level shifters,电平移位器,
Schottky diode switching bridge,肖特基二极管开关电桥,
half-wave rectified sine,半波整流正弦波,
AC output,交流输出,
Figure 32.47,图32.47,
Optically Driven CdS Photocell,光驱动CdS光敏电阻,
Resistance Modulation Trim,阻值调制微调,
Note 6,注6,
Hewlett-Packard HP339A Distortion Analyzer,惠普HP339A失真度分析仪,
precision variable reference supply,精密可变基准电源,
"clamped, distributed gain of 2000 amplifier",带钳位的分布式增益2000放大器,
diode clamping,二极管钳位,
Figure G2,图G2,
linear layout,线性布局,
Figure G3,图G3,
Figure G5,图G5,
2ms,2毫秒,
standards lab grade,标准实验室级,
16V transition point,16V转换点,
flyback reference voltage,反激参考电压,
Q52,Q52,
isolated flyback mode operation,隔离式反激模式工作,
forward,正激,
current-boosted buck,电流增强型降压,
Figure 5.10b,图5.10b,
Figure 5.10c,图5.10c,
sampler-based breadboard,基于采样器的试验板,
dirty ground planes,噪声地平面,
signal ground plane,信号地平面,
supply ground origin,电源地原点,
50W termination,50欧姆端接,
coaxial terminator,同轴端接器,
coaxial extension tube,同轴延长管,
DAC-Amplifier Detail,DAC-放大器细节图,
Photo Center Left,照片中心左侧,
Precision Summing Resistors,高精度求和电阻,
Large Round Capacitor,大圆形电容,
Variable Capacitor,可变电容,
Amplifier compensation,放大器补偿,
Non-Saturating Amplifier,非饱和放大器,
Shield,屏蔽罩,
Sampler-Digital Section,采样器-数字部分,
Vertically Mounted Board,垂直安装的电路板,
Serial DAC Interface,串行DAC接口,
Coaxial Connectors,同轴连接器,
High Purity Signal Extraction,高纯度信号提取,
monolithic 18-bit DAC,单片18位数模转换器,
Figure 33.64,图33.64,
Figure 15.8,图15.8,
amplitude control loop,幅度控制环,
lamp intensity,灯管亮度,
lamp current,灯管电流,
voltage regulator,电压调节器,
Figure 15.10,图15.10,
gate drives,栅极驱动,
drain responses,漏极响应,
L1-L2 junction,L1-L2连接点,
500kHz PWM output,500 kHz脉宽调制输出,
L1-L2-PZT network,L1-L2-压电陶瓷网络,
transformer phase characteristics,变压器相位特性,
spurious modes,寄生模态,
fundamental resonance,基频谐振,
Figure 15.6,图15.6,
N-Channel drive,N沟道驱动,
bootstrapped start-up,自举启动,
acoustic transport speed,声波传播速度,
CHAPTER 15,第15章,
DWDM,密集波分复用,
Peltier-based thermoelectric coolers,基于珀耳帖效应的热电冷却器,
Figure 16.1,图16.1,
Figure 16.2,图16.2,
An ultra fast high impedance probe,一种超快速高阻抗探头,
current probes,电流探头,
passive transformer-based types,无源变压器式类型,
clip-on probes,钳形探头,
1GHz bandwidth,1 GHz带宽,
5mV/mA output,5 mV/mA输出,
0.6pF loading,0.6 pF负载,
2.5mV High Speed Input Pulse,2.5 mV高速输入脉冲,
Figure 33.76’s X1000 Amplifier,图33.76的X1000放大器,
LTC Application Note 35,凌力尔特应用笔记35,
Step Down Switching Regulators,降压型开关稳压器,
Reference 2,参考文献2,
"10-Bit, 100mA A/D converter",10位、100mA模数转换器,
Figure 29.11,图29.11,
74C906,74C906,
0.075mF capacitor,0.075毫法电容,
2N3809 current source,2N3809电流源,
Figure 29.12,图29.12,
74C00,74C00,
voltage spike,电压尖峰,
input voltage transient,输入电压瞬变,
power-up sequence,上电时序,
wall adapter,壁式适配器,
AC outlet,交流电源插座,
Figure 1.1,图1.1,
LOUT,LOUT,
Goran Perica,戈兰·佩里察,
AC excitation,交流激励,
DC error sources,直流误差源,
bridge measurements,电桥测量,
LT1678,LT1678,
low noise amplifier,低噪声放大器,
correlated double sampling,相关双采样,
1mF capacitors,1毫法电容,
200nV input noise,200纳伏输入噪声,
rail-to-rail amplifiers,轨到轨放大器,
210mV differential output,210毫伏差分输出,
10mV input,10毫伏输入,
Figure 23.7,图23.7,
Basic Buffer for the LTC2440,LTC2440基本缓冲电路,
Linear Technology Application Note 86,凌力尔特应用笔记86,
Si9801DY FET half bridges,Si9801DY场效应管半桥,
force/sense amplifiers,强制/检测放大器,
RDS(ON),导通电阻,
350W bridge,350欧姆电桥,
1000W bridge,1000欧姆电桥,
Figure 20.6,图20.6,
strain gauge bridge-based transducer,基于应变片电桥的传感器,
Enable,使能,
A. Pope,A. 蒲柏,
3.6V/5V output,3.6V/5V输出,
LCD display bias,LCD显示偏压,
+12V output,+12V输出,
3V lithium cell,3V锂原电池,
Figure 3.24,图3.24,
step-up/step-down converter,升压/降压变换器,
flyback topology,反激式拓扑,
10mF capacitor leakage,10mF电容漏电流,
910k/1M resistor divider,910k/1M电阻分压器,
3.4V,3.4V,
S E C TI O N O N E Power Management Tutorials,第一部分 电源管理教程,
BNC cable,BNC电缆,
settling time fixture,建立时间测试装置,
auto-zero circuit,自动调零电路,
Auto-Zero Bias trim,自动调零偏置调节,
Figure I3,图I3,
Figure I4,图I4,
time calibrator,时间校准器,
1MHz quartz oscillator,1 MHz石英振荡器,
74C90,74C90,
SECTION ONE Data Conversion,第一部分 数据转换,
Figure 20.10,图20.10,
relative humidity,相对湿度,
Figure 20.11,图20.11,
Figure 20.12,图20.12,
Humidity-to-Frequency Converter,湿度-频率转换器,
Step Response of Photodiode Digitizer,光电二极管数字化器的阶跃响应,
CHAPTER 20,第20章,
LT1635,LT1635,
Figure 17.22,图17.22,
Figure 17.23,图17.23,
Figure 17.24,图17.24,
"References 2, 3 and 4",参考文献2、3和4,
Probe #1,探头#1,
Probe #2,探头#2,
200MHz crystal oscillator,200 MHz晶体振荡器,
5ns markers,5 ns标记,
oscilloscope time base accuracy,示波器时基精度,
1.5 AA cell,1.5 V AA电池,
LTC3400 boost regulator,LTC3400升压稳压器,
50W load,50 Ω负载,
peaked attenuation network,峰值衰减网络,
low level sampling oscilloscope inputs,低电平采样示波器输入,
50W Line,50 Ω传输线,
Pulse Edge Fidelity,脉冲边沿保真度,
Controlled Post-Transition Events,受控的过渡后事件,
Tektronix Z0 500W Probe (P-6056),泰克Z0 500 Ω探头（P-6056）,
Do-It-Yourself Z0 Probe #2,自制Z0探头#2,
resistor/cable parasitic terms,电阻/电缆寄生参数,
incomplete coaxiality,同轴性不完善,
Do-It-Yourself Z0 Probe #1,自制Z0探头#1,
Pulse Corner Rounding,脉冲角部圆化,
rise times ≈ 2ns,上升时间≈2 ns,
input voltage transients,输入电压瞬变,
ripple and spikes,纹波和尖峰,
inductor based filters,基于电感的滤波器,
backlight display drivers,背光显示驱动器,
battery chargers,电池充电器,
two wire virtual remote sensing,双线虚拟远端检测,
transconductance sampling switch,跨导采样开关,
residue amplifier,余量放大器,
DAC settling time measurement circuitry,DAC建立时间测量电路,
10V reference,10V基准电压源,
10k summing resistors,10k求和电阻,
