source,target,tgt_lng 
Unijunction Oscillator,单结晶体管振荡器,
General Filter Considerations,滤波器通用考虑,
Discrete Transistor Voltage Regulation,分立晶体管稳压,
Hybrid parameter,混合参数,
dc biasing levels,直流偏置电平,
transistor configurations,晶体管配置,
voltage levels,电压电平,
saturation mode,饱和模式,
switching design,开关设计,
amplifier mode,放大器模式,
AC equivalent circuit,交流等效电路,
enhancement-type MOSFETs,增强型MOSFET,
E-MOSFET,增强型MOSFET,
n MOS,n MOS,
p MOS,p MOS,
ac small-signal equivalent circuit,交流小信号等效电路,
admittance,导纳,
forward transfer admittance,正向转移导纳,
Voltage-Divider Biasing,分压器偏置,
Source-Follower (Common-Drain) Configuration,源极跟随器（共漏极）配置,
E-MOSFET Drain-Feedback Configuration,增强型MOSFET漏极反馈配置,
E-MOSFET Voltage-Divider Configuration,增强型MOSFET分压器配置,
Designing FET Amplifier Networks,设计场效应管放大器网络,
Effect of R L and R sig,负载电阻和信号源电阻的影响,
full-wave rectified signal,全波整流信号,
battery voltage,电池电压,
lamp,灯泡,
turn-off procedure,关断程序,
voltage from gate to ground,栅极对地电压,
rate-effect resistor,速率效应电阻,
voltage spikes,电压尖峰,
diodes D 1 and D 2,二极管D1和D2,
electric light bulbs,电灯泡,
exit signs,出口标志,
reserve dc battery system,备用直流电池系统,
Fig. 2.141,图2.141,
EXIT light,EXIT灯,
60-Hz voltage,60赫兹电压,
Setting Voltage Reference Levels,设置电压参考电平,
pnpn,pnpn,
aluminum rod,铝棒,
n-type silicon slab,N型硅片,
unijunction,单结,
duo base diode,双基极二极管,
base 1,基极1,
base 2,基极2,
emitter leg,发射极引脚,
RB1,RB1,
I E,I E,
R BB,R BB,
B 1,B1,
B 2,B2,
thermocouple,热电偶,
free air,自由空气,
mounting insulation,安装绝缘,
silicon power transistor,硅功率晶体管,
TJmax,最大结温,
logarithmic plot,对数图,
normalize a frequency plot,归一化频率图,
straight-line segments,直线段,
feedback capacitor,反馈电容,
resistive elements,电阻元件,
common-base network,共基极网络,
two-port model,二端口模型,
High-Frequency Response—BJT Amplifier,高频响应—双极结型晶体管放大器,
clock circuit,时钟电路,
geometric resistance,几何电阻,
inductance,电感,
nanohenries,纳亨,
frequency limit,频率限制,
variable capacitor,可变电容器,
capacitance temperature coefficient,电容温度系数,
voltage-divider network,分压网络,
Fig. 4.114,图4.114,
Fig. 4.113,图4.113,
Fig. 4.115,图4.115,
Fig. 4.116,图4.116,
COMPARATOR UNIT,比较器单元,
311 Comparator,311比较器,
Fig. 13.4,图13.4,
dual power supplies,双电源,
single (cid:2)5-V supply,单5V电源,
digital logic circuits,数字逻辑电路,
bipolar transistor,双极晶体管,
balance and strobe inputs,平衡与选通输入,
strobe input,选通输入,
eight-pin DIP unit,八引脚双列直插封装单元,
zero-crossing detector,过零检测器,
Fig. 13.5,图13.5,
output transistor,输出晶体管,
Fig. 13.6,图13.6,
TTL strobe input,TTL选通输入,
collector–emitter circuit,集电极-发射极电路,
emitter-biased circuit,发射极偏置电路,
Section 4.4,第4.4节,
Fig. 4.25,图4.25,
emitter-bias configurations,发射极偏置配置,
Fig. 4.38,图4.38,
Fig. 4.39,图4.39,
IC(cid:7),IC(cid:7),
static resistance,静态电阻,
volume controls,音量控制,
isolation resistors,隔离电阻,
superposition theorem,叠加定理,
ac-to-dc conversion process,交流到直流转换过程,
short-circuit equivalence,短路等效,
Av,电压增益,
re,发射极交流电阻,
ro,输出电阻,
Zi,输入阻抗,
Zo,输出阻抗,
Ai,电流增益,
Fig. 5.186,图5.186,
FIG. 5.185,图5.185,
light-scattering types,光散射型,
field-effect units,场效应单元,
"oxides of cobalt, nickel, strontium, or manganese",钴、镍、锶或锰的氧化物,
emitter-stabilized network,发射极稳定网络,
Fig. 4.121,图4.121,
Multiple BJT Networks,多BJT网络,
R–C-coupled amplifier,RC耦合放大器,
Fig. 4.141,图4.141,
p-channel devices,P沟道器件,
Fairchild Semiconductor,仙童半导体,
2N5457,2N5457,
TO-92 package,TO-92封装,
SOT-23,SOT-23,
electronic circuits,电子电路,
voltage supply,电压源,
peak rectifier voltage,整流器峰值电压,
load,负载,
charge–discharge cycle,充放电周期,
rectified waveform,整流波形,
circuit parameters,电路参数,
filter capacitor,滤波电容,
Russell Ohl,Russell Ohl,
semiconductor crystals,半导体晶体,
p–n junction,p-n结,
"February 23, 1940",1940年2月23日,
solid-state diode,固态二极管,
Bell Labs,贝尔实验室,
JFET switch,JFET开关,
bilateral switch,双向开关,
drain–source region,漏源区,
mechanical switches,机械开关,
Chapter 7,第7章,
low-cost JFET analog switch,低成本JFET模拟开关,
Fig. 8.56,图8.56,
Drain Cutoff Current,漏极截止电流,
drain-to-source resistance,漏源电阻,
td + tr,td + tr,
voltage-controlled drain-to-source resistance,电压控制的漏源电阻,
phase angle,相位角,
Fig. 8.57,图8.57,
phase-advance network,相位超前网络,
phase-retard configuration,相位滞后配置,
Thévenin equivalent network,戴维南等效网络,
Feedback-Bias Configuration,反馈偏置配置,
Physical Impact,物理影响,
Example 4.36,例4.36,
R Th,戴维南等效电阻,
Fig. 4.100,图4.100,
RB,基极电阻,
b1,β初始值,
b2,β新值,
EXAMPLE 4.37,例4.37,
R B > R E,R_B与R_E比值,
Fig. 6.6,图6.6,
Fig. 6.7,图6.7,
Fig. 6.5,图6.5,
Fig. 9.66,图9.66,
Fig. 9.67,图9.67,
Fig. 9.68,图9.68,
Acceptor ion,受主离子,
Adjustable voltage regulator,可调电压调节器,
Alarm system with a CCS,带恒流源的报警系统,
analog-digital conversion,模数转换,
distortion,失真,
AND gates,与门,
AND/OR circuit,与或电路,
Angstrom,埃,
Antilogarithm,反对数,
Astable operation,无稳态操作,
Bandpass filter,带通滤波器,
Battery charging regulator,电池充电调节器,
BiFET amplifier,BiFET放大器,
BiMOS amplifier,BiMOS放大器,
common-base,共基极,
transistor equivalent circuits,晶体管等效电路,
Shorthand Method,简写方法,
pinch-off value,夹断值,
Transistor Casing and Terminal Identification,晶体管封装与引脚识别,
Current Mirrors,电流镜,
Current Source Circuits,电流源电路,
Troubleshooting Techniques,故障排除技术,
Light Control,光控制,
lightbulb,灯泡,
collector branch,集电极支路,
cold resistance,冷态电阻,
hot resistance,热态电阻,
DAC IC,数模转换器集成电路,
R-2R ladder network,R-2R梯形网络,
Analog-to-Digital Conversion,模数转换,
Dual-Slope Conversion,双斜率转换,
ramp-generator circuit,斜坡发生器电路,
control logic,控制逻辑,
binary counter,二进制计数器,
BCD counter,BCD计数器,
Infrared-emitting diodes,红外发光二极管,
recombination region,复合区,
radiant energy,辐射能,
internal collimating system,内部准直系统,
card and paper-tape readers,卡片和纸带读取器,
shaft encoders,轴编码器,
data-transmission systems,数据传输系统,
intrusion alarms,入侵报警器,
Example 7.19,例7.19,
Fig. 7.72,图7.72,
Fig. 7.73,图7.73,
voltage V GS,电压V GS,
Combination Network,组合网络,
Example 7.12,例7.12,
DIODE TESTING,二极管测试,
Z i,输入阻抗,
Z o,输出阻抗,
JFET cascade amplifier,JFET级联放大器,
Fig. 8.93,图8.93,
dc bias conditions,直流偏置条件,
gos,gos,
1N4001 semiconductor diode,1N4001半导体二极管,
Fig. 2.1,图2.1,
electronic system,电子系统,
mechanical switching,机械开关,
amplifier basics,放大器基础,
parallel signals,并行信号,
internal impedance,内阻抗,
self-biased JFET,自偏置结型场效应管,
intercom system,对讲系统,
voice cone,音盆,
activation switch,激活开关,
guitar signal,吉他信号,
audio system,音频系统,
Channel select,通道选择,
Variable-resistance phase control,可变电阻相位控制,
Voltage-controlled voltage source,电压控制电压源,
Voltage multiplier circuits,电压倍增电路,
Voltage sensor,电压传感器,
Voltage-series feedback,电压串联反馈,
Voltage subtraction,电压相减,
Voltage tripler,三倍压器,
common-emitter characteristics,共发射极特性,
common-collector characteristics,共集电极特性,
common-emitter base characteristics,共发射极基极特性,
output signal,输出信号,
minimum distortion,最小失真,
maximum collector current,最大集电极电流,
continuous collector current,连续集电极电流,
maximum collector-to-emitter voltage,最大集电极-发射极电压,
BVCEO,BVCEO,
V(BR)CEO,V(BR)CEO,
ICmax,ICmax,
maximum dissipation level,最大耗散功率,
collector power dissipation,集电极功耗,
emitter firing potential,发射极触发电压,
oscillator applications,振荡器应用,
valley point,谷点,
incident light intensity,入射光强度,
infrared LED,红外发光二极管,
photodetector,光电探测器,
output detector current,输出检测电流,
input LED current,输入LED电流,
peak voltage,峰值电压,
minimum operating voltage,最小工作电压,
silicon p – n junction solar cell,硅p-n结太阳能电池,
valence electron,价电子,
I SC,I_SC,
FIG. 10.51,图10.51,
EXAMPLE 10.20,例10.20,
linear voltage gain,线性电压增益,
power consumption,功耗,
input and output resistances,输入和输出电阻,
differential circuit connection,差分电路连接,
Differential Inputs,差分输入,
Motorola,摩托罗拉,
n -channel enhancement-type MOSFET,N沟道增强型金属氧化物半导体场效应晶体管,
Fig. 6.40,图6.40,
Eq. (6.15),公式(6.15),
Eq. (6.16),公式(6.16),
Section 6.9,第6.9节,
Fig. 9.22,图9.22,
Fig. 9.13,图9.13,
Section 9.7,第9.7节,
American,美国人,
"Madison, WI",威斯康星州麦迪逊,
"Summit, NJ",新泽西州萨米特,
"Cambridge, MA",马萨诸塞州剑桥,
1905–1981,1905–1981,
V.P.,副总裁,
Professor of Systems Engineering,系统工程教授,
electric filter,电子滤波器,
equalizer design,均衡器设计,
Mathematics Research Group,数学研究组,
electrical networks theory,电路网络理论,
long distance communication facilities,长途通信设施,
1948,1948年,
Presidential Certificate of Merit,总统功绩证书,
electronic fire control devices,电子火控装置,
Network Analysis and Feedback Amplifier Design,网络分析与反馈放大器设计,
25 patents,25项专利,
electrical engineering,电气工程,
systems design,系统设计,
Gordon McKay Professor,戈登·麦凯教授,
IEEE,IEEE,
American Academy of Arts and Sciences,美国艺术与科学院,
FIG. 9.21,图9.21,
Hendrik Wade Bode,亨德里克·韦德·博德,
V K,V K,
0.7-V drop,0.7伏压降,
off state,关断状态,
open state,开路状态,
substitution method,替代法,
series circuit,串联电路,
Fig. 2.8,图2.8,
Section 2.2,第2.2节,
Fig. 2.9a,图2.9a,
Fig. 2.9b,图2.9b,
forward-biased silicon diode,正向偏置硅二极管,
log scales,对数刻度,
semilog,半对数,
double-log,双对数,
log-log,对数-对数,
Semilog graph paper,半对数图纸,
PHASE AND FREQUENCY CONSIDERATIONS,相位与频率考量,
Gain and Phase Margins,增益与相位裕度,
Green LED,绿色发光二极管,
Voltage level indicator,电压电平指示器,
dc conditions,直流条件,
linear amplification,线性放大,
emitter-stabilized biasing,发射极稳定偏置,
Bias Circuit,偏置电路,
Emitter Feedback Resistor,发射极反馈电阻,
dc bias components,直流偏置元件,
amplifier circuit,放大器电路,
emitter-resistor bias stabilization,发射极电阻偏置稳定,
Fig. 4.62,图4.62,
manufacturer’s information,制造商信息,
collector resistors,集电极电阻,
emitter resistors,发射极电阻,
engineering judgment,工程判断,
emitter voltage,发射极电压,
dc bias stabilization,直流偏置稳定,
transistor beta,晶体管β值,
voltage swing,电压摆幅,
ac response,交流响应,
Emitter-stabilized bias circuit,发射极稳定偏置电路,
EXAMPLE 4.24,例4.24,
PARALLEL AND SERIES–PARALLEL CONFIGURATIONS,并联与串并联配置,
reverse biased,反向偏置,
red LED,红色LED,
forward biased,正向偏置,
chamber,恒温箱,
oven,恒温炉,
1-W resistor,1瓦电阻,
oscillator network,振荡器网络,
ambient heat level,环境热水平,
musical effects,音乐效果,
meters,仪表,
attenuators,衰减器,
stability designs,稳定性设计,
Rectified Signal,整流信号,
dc component,直流分量,
ripple component,纹波分量,
half-wave rectified voltage,半波整流电压,
percentage ripple,纹波百分比,
full-wave rectified voltage,全波整流电压,
BJT transistor amplifiers,BJT晶体管放大器,
common-emitter BJT amplifiers,共射极BJT放大器,
input and output circuits,输入和输出电路,
Op-amp series regulator circuit,运算放大器串联稳压电路,
Current-Limiting Circuit,限流电路,
short-circuit sensing resistor,短路检测电阻,
Foldback Limiting,折返限流,
Fig. 9.46,图9.46,
b,β,
Fig. 9.50,图9.50,
Section 5.22,第5.22节,
r u,r u,
C bc,C bc,
common-emitter npn transistor configuration,共发射极NPN晶体管配置,
collector-emitter voltage,集电极-发射极电压,
active stable region,有源稳定区,
pMOS,pMOS,
CMOS circuit,CMOS电路,
logic inverter,逻辑反相器,
n-channel FETs,N沟道场效应晶体管,
Fig. 7.56,图7.56,
Fig. 7.55,图7.55,
Push–pull output,推挽输出,
Biasing network,偏置网络,
complementary transistors,互补晶体管,
FIG. 12.15,图12.15,
Fig. 12.16,图12.16,
crossover distortion,交越失真,
turn-off characteristic,关断特性,
regenerative feedback,再生反馈,
semiconductor handbook,半导体手册,
triggering sensitivity,触发灵敏度,
firing situation,导通情况,
anode currents,阳极电流,
computer circuits,计算机电路,
counters,计数器,
registers,寄存器,
alarm system,报警系统,
common-emitter parameters,共射极参数,
Fig. 5.118,图5.118,
pnp common-base configuration,PNP共基极配置,
parameter conversion procedure,参数转换程序,
EXAMPLE 5.23,例5.23,
common-base amplifier,共基极放大器,
Fig. 5.121,图5.121,
dc voltages,直流电压,
conventional semiconductor diode,常规半导体二极管,
dynamic resistances,动态电阻,
reverse leakage current,反向漏电流,
forward dc resistance,正向直流电阻,
forward current versus forward voltage,正向电流与正向电压,
piecewise equivalent resistance,分段等效电阻,
vertical break voltage,垂直击穿电压,
William Bradford Shockley,威廉·布拉德福德·肖克利,
England,英格兰,
Shockley Transistor Corp.,肖克利晶体管公司,
Stanford University,斯坦福大学,
Nobel Prize in physics,诺贝尔物理学奖,
Walter Brattain,沃尔特·布拉顿,
Sweden,瑞典,
United States,美国,
Texas,得克萨斯州,
Yale University,耶鲁大学,
AT&T,AT&T,
feedback amplifiers,反馈放大器,
telegraphy,电报技术,
facsimile,传真,
television,电视,
Micrometrics,Micrometrics,
hyperabrupt tuning varactor,超突变调谐变容二极管,
ion-implantation technique,离子注入技术,
abrupt junction varactor,突变结变容二极管,
LC resonant frequencies,LC谐振频率,
quadratic equation,二次方程,
graphical approach,图形法,
device transfer characteristics,器件转移特性,
self-bias line,自偏置线,
FIG. 8.52,图8.52,
signal isolation resistors,信号隔离电阻,
FIG. 8.51b,图8.51b,
guitar,吉他,
acoustic bands,原声乐队,
Gain Stability with Feedback,带反馈的增益稳定性,
FET amplifier stage,场效应管放大级,
VG,栅极电压,
R1,电阻R1,
k,跨导参数,
Fig. 7.39,图7.39,
Fig. 7.98,图7.98,
Fig. 7.99,图7.99,
Fig. 7.100,图7.100,
CLASS B AMPLIFIER,B类放大器,
Output (AC) Power,输出（交流）功率,
Power Dissipated by Output Transistors,输出晶体管耗散功率,
EXAMPLE 12.7,例12.7,
OP-AMP SPECIFICATIONS,运算放大器规格,
Input Offset Voltage V IO,输入偏移电压 V IO,
power supply circuits,电源电路,
RC filters,RC滤波器,
Discrete voltage regulator,分立电压调节器,
diode rectifier circuits,二极管整流电路,
IC voltage regulator unit,集成电路电压调节器单元,
block diagram,框图,
V rms,伏均方根,
diode rectifier,二极管整流器,
regulator circuit,稳压电路,
ac parameters,交流参数,
ac characteristics,交流特性,
ac amplifier networks,交流放大器网络,
sinusoidal ac domain,正弦交流域,
small-signal techniques,小信号技术,
large-signal techniques,大信号技术,
Sears 6>2 AMP Manual Battery Charger,Sears 6>2安培手动电池充电器,
charging rate,充电速率,
primary,初级绕组,
secondary,次级,
waveforms,波形,
digital-to-analog conversion,数模转换,
timer circuit,定时器电路,
phase-locked loops,锁相环,
linear/digital ICs,线性/数字集成电路,
comparator circuits,比较器电路,
digital/analog converters,数模转换器,
PLLs,锁相环,
aerospace equipment,航空航天设备,
automotive equipment,汽车设备,
compact disk,光盘,
CD,光盘,
communication transmitters,通信发射机,
receivers,接收机,
566 IC unit,566集成电路单元,
Schmitt trigger circuit,施密特触发器电路,
566 function generator,566函数发生器,
collector feedback,集电极反馈,
op-amps,运算放大器,
Boolean algebra,布尔代数,
positive logic,正逻辑,
negative logic,负逻辑,
Example 2.14,例2.14,
Fig. 2.39,图2.39,
n -channel device,N沟道器件,
p -channel device,P沟道器件,
amplifier gain,放大器增益,
op-amp gain,运算放大器增益,
emitter-follower circuit,射极跟随器电路,
Current-Series Feedback,电流串联反馈,
output current,输出电流,
single transistor amplifier stage,单晶体管放大级,
unbypassed emitter,未旁路的发射极,
computer logic circuitry,计算机逻辑电路,
base circuit,基极电路,
resistor R B,电阻R B,
I B level,I B电平,
inversion process,反相过程,
IB= 0 mA,IB= 0 mA,
VCE = VCEsat,VCE = VCEsat,
Vi = 5 V,Vi = 5 V,
p-channel MOSFET,P沟道MOSFET,
n-channel MOSFET,N沟道MOSFET,
complementary MOSFET arrangement,互补MOSFET结构,
CMOS logic design,CMOS逻辑设计,
RC filter stage,RC滤波级,
Fig. 15.42,图15.42,
Fig. 15.43,图15.43,
Fig. 15.44,图15.44,
IC units,集成电路单元,
single-ended,单端,
double-ended,双端,
common-mode,共模,
ac swing,交流摆幅,
conduction,导通,
ac signal,交流信号,
Eq. 1.3,公式1.3,
networks,网络,
transistor current gain,晶体管电流增益,
transistor leakage current,晶体管漏电流,
transformerless circuit,无变压器电路,
small-signal version,小信号版本,
large-signal circuit,大信号电路,
DC Bias Operation,直流偏置操作,
dc base-bias current,直流基极偏置电流,
collector characteristic,集电极特性,
Comparison of Amplifier Classes,放大器类别比较,
negative feedback,负反馈,
linear operation,线性工作,
current-shunt feedback,电流并联反馈,
feedback amplifier types,反馈放大器类型,
transistor Hartley circuit,晶体管哈特利电路,
series-operated crystal oscillator,串联型晶体振荡器,
shunt-excited crystal oscillator,并联激励晶体振荡器,
unijunction oscillator circuit,单结晶体管振荡器电路,
Eq. (A.4),公式(A.4),
h re,h re,
Fig. A.3,图A.3,
Eq. (A.1),公式(A.1),
mA,毫安,
Fig. A.4,图A.4,
Eq. (A.2),公式(A.2),
Figs. A.1 through A.4,图A.1至A.4,
hybrid small-signal equivalent circuit,混合小信号等效电路,
Fig. A.5,图A.5,
common-collector,共集电极,
Table A.1,表A.1,
electronics,电子学,
computers,计算机,
communication systems,通信系统,
GaAs transistor,砷化镓晶体管,
VLSI,超大规模集成电路,
Jack St. Clair Kilby,杰克·圣克莱尔·基尔比,
electronic handheld calculator,电子手持计算器,
Jefferson City,杰斐逊城,
Missouri,密苏里州,
University of Wisconsin,威斯康星大学,
p-Channel Depletion-Type MOSFET,P沟道耗尽型MOSFET,
delay time,延迟时间,
switching transistor,开关晶体管,
BSV52L,BSV52L,
Cutoff-region operation,截止区操作,
Base–collector junction,基极-集电极结,
Saturation-region operation,饱和区操作,
dc bias configuration,直流偏置配置,
ac levels,交流电平,
diode networks,二极管网络,
series,串联,
parallel,并联,
series-parallel,串并联,
sinusoidal ac input,正弦交流输入,
clipper,限幅器,
clamper,箝位器,
electronic devices and systems,电子器件与系统,
collector saturation level,集电极饱和电平,
emitter-bias design,发射极偏置设计,
collector–emitter terminals,集电极-发射极端子,
collector–emitter loop equation,集电极-发射极回路方程,
h -PARAMETERS,h参数,
small-signal transistor equivalent circuit,小信号晶体管等效电路,
quiescent point of operation,静态工作点,
input or base characteristics,输入或基极特性,
output or collector characteristics,输出或集电极特性,
VOM,VOM,
milliammeter,毫安表,
schematics,电路图,
EXAMPLE 4.33,例 4.33,
Fig. 4.96,图 4.96,
VRB,VRB,
FIG. 4.94,图 4.94,
FIG. 4.95,图 4.95,
Fig. 4.37,图4.37,
Eq. (4.33),公式(4.33),
RC bridge circuit,RC桥式电路,
FIG. 14.23,图14.23,
EXAMPLE 14.8,例14.8,
Fig. 14.24,图14.24,
bulb,灯泡,
limiting resistor,限流电阻,
Fixed Load Current,固定负载电流,
biasing arrangement,偏置电路,
IPROBE,IPROBE,
Fig. 11.36,图11.36,
Program 11.3,程序11.3,
Figure 11.37,图11.37,
FIG. 11.37,图11.37,
Analysis Setup-AC frequency,分析设置-交流频率,
Analysis Graph,分析图,
Fig. 11.38,图11.38,
Program 11.4,程序11.4,
testing instrument,测试仪器,
two-port characteristics,二端口特性,
open-circuit equivalence,开路等效,
Fig. 7.7,图7.7,
Fig. 7.8,图7.8,
JFET self-bias configuration,JFET自偏置配置,
Fig. 7.9,图7.9,
dc source,直流电源,
Maximum Efficiency,最大效率,
current swing,电流摆幅,
class B npn push–pull power amplifier,乙类npn推挽功率放大器,
Series diode configuration,串联二极管配置,
forward-bias situation,正向偏置状态,
impurities,杂质,
intrinsic carriers,本征载流子,
bipolar transistors,双极型晶体管,
enhancement-mode operation,增强模式操作,
CMOS logic,CMOS逻辑,
hybird equivalent circuit,混合等效电路,
Thévenin,戴维南,
Norton,Norton,
z -parameter,z参数,
y -parameter,y参数,
centigrade scale,摄氏温标,
linear derating factor,线性降额因子,
boiling point of water,水的沸点,
maximum sustainable current,最大可持续电流,
DIFFUSED SILICON PLANAR,扩散硅平面型,
"high-voltage, low-leakage diode",高压低漏电二极管,
computer applications,计算机应用,
peak current,峰值电流,
Fig. 16.45,图16.45,
junction diffusion capacitance,结扩散电容,
Fig. 16.46,图16.46,
Advanced Semiconductor planar tunnel diode,Advanced Semiconductor平面隧道二极管,
ASTD1020,ASTD1020,
ASTD2030,ASTD2030,
ASTD3040,ASTD3040,
turn-on magnitude,开启幅度,
phase displacement,相位偏移,
Fig. 9.77,图9.77,
handheld calculator,手持计算器,
Eq. (9.4),公式(9.4),
conduction mode,导通模式,
graphic symbol,图形符号,
Zeners,齐纳二极管,
Fig. 2.142,图2.142,
Voltage Level Insensitive to the Load Current,对负载电流不敏感的电压电平,
Fig. 2.143a,图2.143a,
9-V battery,9伏电池,
internal resistance,内阻,
Fig. 2.143b,图2.143b,
load voltage,负载电压,
Fig. 2.143c,图2.143c,
HEAT SINKING,散热,
integrated circuits,集成电路,
small-signal,小信号,
low-power applications,低功率应用,
high-power applications,高功率应用,
production techniques,生产工艺,
power ratings,功率额定值,
packaging cases,封装外壳,
faster-switching,快速开关,
transistor junctions,晶体管结,
heat-sinking techniques,散热技术,
maximum junction temperature,最大结温,
derated,降额,
SMALL-SIGNAL MODEL,小信号模型,
gfs,gfs,
y fs,y fs,
admittance equivalent circuit,导纳等效电路,
forward transfer conductance,正向转移电导,
Fig. 6.20,图6.20,
mS,毫西门子,
Plotting g m versus V GS,跨导与栅源电压的关系图,
Eq. (8.6),公式(8.6),
Fig. 8.3,图8.3,
BJT transistor amplifier,BJT晶体管放大器,
output ac signal,输出交流信号,
BJT Transistor Modeling,BJT晶体管建模,
ac equivalent,交流等效电路,
Zener regulator,齐纳稳压器,
Fig. 2.112,图2.112,
Fig. 2.113,图2.113,
voltage divider rule,分压规则,
Fig. 2.114,图2.114,
maximum input power,最大输入功率,
maximum output power,最大输出功率,
output transistors,输出晶体管,
pure sinusoidal signal,纯正弦信号,
single frequency,单一频率,
360° cycle,360°周期,
ideal amplifier,理想放大器,
James M. Early,詹姆斯·M·厄利,
1952,1952,
Professor Hendrik Bode,亨德里克·波特教授,
1940s,20世纪40年代,
monostable multivibrator circuit,单稳态多谐振荡器电路,
Fig. 13.19,图13.19,
trigger input signal,触发输入信号,
pin 3,引脚3,
comparator 2,比较器2,
flip-flop,触发器,
Capacitor C,电容C,
resistor R A,电阻RA,
comparator 1,比较器1,
discharge transistor,放电晶体管,
Figure 13.19 b,图13.19b,
microseconds,微秒,
seconds,秒,
EXAMPLE 13.2,例13.2,
Fig. 13.20,图13.20,
Probe output,探针输出,
Shunt voltage regulator,并联电压调节器,
dc voltage sweep,直流电压扫描,
Diode D1,二极管D1,
transistor Q 1,晶体管Q1,
regulated output voltage,稳压输出电压,
short-circuit equivalent,短路等效,
silicon PUT,硅单结晶体管,
holding level,维持电流水平,
negative-resistance characteristic,负阻特性,
BV CEO,BV CEO,
V ( BR ) CEO,V ( BR ) CEO,
BV CBO,BV CBO,
avalanche breakdown,雪崩击穿,
punch-through,穿通,
Early Effect,厄利效应,
common-emitter configurations,共发射极配置,
Emitter-bias,发射极偏置,
fixed-bias configurations,固定偏置配置,
Controlled Source Substitution,受控源替代,
Thévenin approach,戴维南方法,
approximate approach,近似方法,
exact approach,精确方法,
Fig. 2.69,图2.69,
Fig. 2.70,图2.70,
Ideal Versus Practical,理想与实际,
Semiconductor Diode Notation,半导体二极管符号,
Parallel Configurations,并联配置,
Series–Parallel Configurations,串并联配置,
dc and ac Source,直流与交流源,
common logarithms,常用对数,
common-base amplifiers,共基极放大器,
common-base silicon transistor amplifier,共基极硅晶体管放大器,
active,放大区,
pulse-type waveform,脉冲型波形,
sinusoidal-type signal,正弦型信号,
chopping waveform,斩波波形,
comparator-type op-amp circuit,比较器型运算放大器电路,
Digital,数字,
Power MOSFET devices,功率MOSFET器件,
emitter potential,发射极电位,
n-type slab,N型基片,
aluminum p-type rod,铝制P型杆,
conductivity,电导率,
IP,峰点电流,
VV,谷点电压,
IV,谷点电流,
emitter characteristics,发射极特性,
IEO,发射极截止电流,
Fig. 4.99,图4.99,
Second Harmonic Distortion,二次谐波失真,
collector current waveform,集电极电流波形,
quiescent current,静态电流,
second harmonic component,二次谐波分量,
collector–emitter voltages,集电极-发射极电压,
reverse current,反向电流,
Fig. 16.22,图16.22,
voltage V l,电压V l,
rise and fall times,上升和下降时间,
nanosecond range,纳秒范围,
high-speed counting,高速计数,
switching applications,开关应用,
wavelengths,波长,
infrared region,红外区域,
lasers,激光器,
IR (infrared) light sources,红外光源,
Fig. 16.23,图16.23,
light beam,光束,
FIG. 16.20,图16.20,
Photodiode characteristics,光电二极管特性,
FIG. 16.21,图16.21,
peak point,峰值点,
electromagnet,电磁铁,
ceramic capacitors,陶瓷电容器,
0.01 mF,0.01微法,
Dropout voltage,压差电压,
Fixed-Negative-Voltage Regulators,固定负电压稳压器,
series 7900 ICs,7900系列集成电路,
Table 15.2,表15.2,
Absolute maximum ratings,绝对最大额定值,
Continuous total dissipation,连续总功耗,
Operating free-air temperature range,工作自由空气温度范围,
Dynamic microphone,动圈麦克风,
FIG. 5.133,图5.133,
RC-Coupled BJT Amplifiers,RC耦合双极型晶体管放大器,
MOS,MOS,
CMOS differential amplifier,CMOS差分放大器,
OP-AMP BASICS,运算放大器基础,
difference amplifier,差分放大器,
"Resistors R 1 , R 2 , and R E",电阻器 R1、R2 和 RE,
voltage-divider stabilized dc bias circuit,分压式稳定直流偏置电路,
Capacitor C E,电容器 CE,
ac bypass,交流旁路,
RFC coil,RFC 线圈,
dc bias,直流偏置,
decoupling,去耦,
power lines,电源线,
crystal impedance,晶体阻抗,
series-resonant mode,串联谐振模式,
coupling capacitor C C,耦合电容器 CC,
circuit operating frequency,电路工作频率,
circuit frequency of oscillation,电路振荡频率,
series-resonant frequency,串联谐振频率,
crystal,晶体,
transistor device parameters,晶体管器件参数,
circuit frequency stability,电路频率稳定性,
crystal frequency stability,晶体频率稳定性,
Parallel-Resonant Circuits,并联谐振电路,
parallel-resonant impedance,并联谐振阻抗,
shunt,并联,
parallel-resonant operating frequency,并联谐振工作频率,
Figure 14.34,图 14.34,
Crystal-controlled oscillator,晶体控制振荡器,
XTAL,XTAL,
BJT circuit,双极型晶体管电路,
FET circuit,场效应晶体管电路,
normally open (N.O.) contacts,常开触点,
buzzer,蜂鸣器,
bell,铃,
339 Comparator,339比较器,
quad comparator,四路比较器,
inverting and noninverting inputs,反相和非反相输入,
JFET AC Equivalent Circuit,结型场效应管交流等效电路,
Kirchhoff’s voltage and current laws,基尔霍夫电压和电流定律,
Fig. 7.45,图7.45,
Table 7.1,表7.1,
dc configurations,直流配置,
network bias curve,网络偏置曲线,
circuit analysis,电路分析,
Fig. 7.46,图7.46,
Table 5.1,表5.1,
Table 5.2,表5.2,
output circuit,输出电路,
voltage-feedback configuration,电压反馈配置,
Fig. 9.53,图9.53,
f T,f T,
unity-gain frequency,单位增益频率,
Fig. 9.49,图9.49,
