source,target,tgt_lng 
bias topology with fast current monitor transient response,带快速电流监测的偏置拓扑瞬态响应,
AVX-TPS tantalum capacitor,AVX-TPS钽电容,
James Herr Mitchell Lee,詹姆斯·赫尔·米切尔·李,
VSS pin,VSS引脚,
High availability telecom systems,高可用性电信系统,
redundant power supplies,冗余电源,
battery feeds,电池馈电,
input operating range,输入工作范围,
hold-up capacitors,保持电容,
Figure 191.1,图191.1,
Figure 191.2,图191.2,
MBR10100,MBR10100,
IRFR3710Z,IRFR3710Z,
Figure 427.1,图427.1,
Figure 427.2,图427.2,
SDO,SDO,
SCK,SCK,
DUMMY bit,哑位,
SIGN bit,符号位,
D15,D15,
D14,D14,
PIC microcontroller,PIC微控制器,
LT1029,LT1029,
6N139,6N139,
S. H. Lim,S. H. 利姆,
ECB,电子断路器,
VSENSEP,VSENSEP,
Figure 250.1,图250.1,
dual supply ECB application,双电源电子断路器应用,
input bypass capacitor,输入旁路电容,
overcurrent conditions,过流条件,
Figure 250.2,图250.2,
reset mode,复位模式,
under voltage lock-out threshold,欠压闭锁阈值,
60μs de-bounce cycle,60微秒去抖周期,
100μA current source,100微安电流源,
N-channel MOSFET switch,N沟道MOSFET开关,
SENSEN,SENSEN,
SLOWCOMP,慢速比较器,
FASTCOMP,快速比较器,
VCB,VCB,
VCB(FAST),VCB(FAST),
USB power supplies,USB电源供应器,
SOT-23 switching regulator,SOT-23开关稳压器,
FCC emission requirements,美国联邦通信委员会辐射发射要求,
boost regulators,升压稳压器,
9V battery,9V电池,
flash memory Vpp generator,闪存Vpp发生器,
buck (step-down) regulator,降压（降压型）稳压器,
Dongyan Zhou,周东艳,
Figure 158.1,图158.1,
Figure 158.2,图158.2,
Marty Merchant,马蒂·默chant,
LTC3219,LTC3219,
ENU pin,使能引脚,
Figure 290.1,图290.1,
Figure 290.2,图290.2,
ULED,通用LED,
4V to 16V,4V至16V,
10V/μA,10V/微安,
50mA,50毫安,
VOS,输入失调电压,
0.16%,0.16%,
Figure 434.2,图434.2,
R2/R1,R2/R1,
2V/A,2伏/安,
0.2,0.2,
LT1466L dual,LT1466L双通道版,
75μA,75微安,
390μV,390微伏,
83dB,83分贝,
400V/mV,400伏/毫伏,
10k,10千欧,
Figure 434.1,图434.1,
0mA to 50mA,0毫安至50毫安,
0V to 2.5V,0伏至2.5伏,
Op amp A1,运算放大器A1,
John Wright,约翰·赖特,
4 × 4 video crosspoint,4×4视频交叉点开关,
LT1205,LT1205,
SELECT LOGIC OUTPUT,选择逻辑输出,
Channel 1 Input,通道1输入,
Output 3,输出3,
Channel 3 Input,通道3输入,
dual current feedback amplifier,双路电流反馈放大器,
Figure 325.1,图325.1,
3V power supply,3伏电源,
LTC1569-6,LTC1569-6,
25Hz,25赫兹,
650kHz,650千赫,
bipolar op amp,双极型运算放大器,
LTC1051,LTC1051,
Figure 451.1,图451.1,
Figure 451.2,图451.2,
Figure 451.3,图451.3,
DC to 10Hz,直流至10Hz,
DC to 1Hz,直流至1Hz,
10 sec. window,10秒窗口,
integrator loop,积分器环路,
turn-on settling time,上电稳定时间,
source resistances,源电阻,
log/antilog methods,对数/反对数法,
BJT,双极结型晶体管,
log-antilog converters,对数-反对数转换器,
true RMS meter,真有效值电压表,
ΔΣ modulator,ΔΣ调制器,
2nd order modulator,二阶调制器,
lowpass filter,低通滤波器,
85kΩ output impedance,85 kΩ输出阻抗,
Todd Owen,托德·欧文,
micropower,微功耗,
5V output,5V输出,
Figure 164.1,图164.1,
low current supply,低电流电源,
high voltage rail,高电压轨,
output bypass capacitor,输出旁路电容,
internal frequency compensation,内部频率补偿,
1μF output capacitance,1μF输出电容,
low ESR,低等效串联电阻,
reverse voltage,反向电压,
backwards battery,反接电池,
protection diodes,保护二极管,
dual supply applications,双电源应用,
negative supply,负电源,
current limiting,限流,
thermal limiting,热限值保护,
Industrial,工业,
automotive,汽车,
voltage transients,电压瞬变,
12V to 48V,12V至48V,
switching power supplies,开关电源,
switch-mode supplies,开关模式电源,
keep-alive circuits,常备电路,
milliamps,毫安,
wide input range linear regulator,宽输入范围线性稳压器,
high voltage LDO,高压低压差稳压器,
50mA of output current,50mA输出电流,
300mV,300mV,
30μA,30μA,
shutdown state,关断状态,
John Canfield,约翰·坎菲尔德,
Alkaline,碱性,
Lithium-ion/polymer,锂离子/聚合物,
Figure 211.2,图211.2,
CD4541,CD4541,
MR(L),MR(L),
FLAG,FLAG,
RCAP,RCAP,
LTC1729,LTC1729,
LT1769,LT1769,
LT1512,LT1512,
Figure 212.1,图212.1,
Figure 212.2,图212.2,
Figure 77.1,图77.1,
Figure 77.2,图77.2,
3.6V input,3.6 V输入,
100μA,100 μA,
Figure 77.3,图77.3,
600mA load step,600 mA负载阶跃,
inductor current ripple,电感电流纹波,
continuous switching operation,连续开关运行,
IR drop,IR压降,
main switch,主开关,
Externally synchronized 3.1V/600mA step-down regulator,外同步3.1 V/600 mA降压稳压器,
Figure 77.4,图77.4,
switching-frequency noise,开关频率噪声,
external clock signal,外部时钟信号,
Figure 77.5,图77.5,
phase-locked loop,锁相环,
voltage-controlled oscillator,压控振荡器,
phase detector,相位检测器,
CLP,CLP,
RLP,RLP,
Figure 77.6,图77.6,
battery-powered products,电池供电产品,
Omega,欧米茄,
44200 series,44200 系列,
linear thermistor kits,线性热敏电阻套件,
#44201 kit,#44201 套件,
0°C to 100°C,0°C 至 100°C,
0.15°C accuracy,0.15°C 精度,
T-to-I converter,温度-电流转换器,
T-to-V converter,温度-电压转换器,
Figure 243.3,图 243.3,
Figure 243.4,图 243.4,
Kirchoff’s laws,基尔霍夫定律,
C11,C11,
50W DC/DC converter,50W 直流/直流转换器,
half-bridge N-channel power MOSFET driver,半桥N沟道功率MOSFET驱动器,
step-down (buck) switching regulators,降压型（Buck）开关稳压器,
voltage mode PWM,电压模式PWM,
28mΩ power MOSFETs,28mΩ功率MOSFET,
Figure 188.2,图188.2,
Figure 188.3,图188.3,
25kHz,25kHz,
ripple current,纹波电流,
PWM duty cycle,PWM占空比,
current mode short-circuit protection,电流模式短路保护,
soft recovery,软恢复,
15A,15A,
30°C/W heat sinking,30°C/W散热器,
CCFL tubes,冷阴极荧光灯管,
Royer converter,罗耶变换器,
LTC Application Note 65,凌力尔特应用笔记65,
LCD Backlight Technology,LCD背光技术,
LED dimming,LED调光,
digital dimming,数字调光,
Boost circuit,升压电路,
Figure 292.1,图292.1,
buck-boost circuit,升降压电路,
Figure 292.2,图292.2,
over-voltage protection,过压保护,
LTC1418,LTC1418,
NAP mode,NAP模式,
SLEEP mode,SLEEP模式,
VREF pin,VREF引脚,
REFCOMP pin,REFCOMP引脚,
BUSY signal,BUSY信号,
CM attenuation,共模衰减,
"IC Op Amp Cookbook, 3d Ed.",集成电路运算放大器食谱（第3版）,
Amplifier Techniques,放大器技术,
Clarence Mayott,克莱伦斯·梅奥特,
"16-bit, 105Msps ADC",16位、105 Msps模数转换器,
IF signal chain,中频信号链,
SAW,声表面波滤波器,
digitally controlled step attenuator,数字控制步进衰减器,
4-channel WCDMA signal,4通道WCDMA信号,
Figure 333.1,图333.1,
mixed signal engineer,混合信号工程师,
JESD204,JESD204,
spurious free dynamic range,无杂散动态范围,
Figure 333.2,图333.2,
AH31,AH31,
GaAs FET amplifier,砷化镓场效应晶体管放大器,
surface acoustic wave (SAW) filter,声表面波滤波器,
David Soo,大卫·苏,
Net1,Net1,
Net2,Net2,
V.35,V.35,
V.36,V.36,
RS449,RS449,
EIA-530,EIA-530,
EIA-530A,EIA-530A,
X.21,X.21,
LTC1343,LTC1343,
Figure 388.2,图388.2,
DB-25,DB-25,
DTE,数据终端设备,
DCE,数据通信设备,
Table 388.1,表388.1,
Detecon Inc.,Detecon公司,
Test Report No. NET2/102201/97,测试报告编号NET2/102201/97,
Figure 388.1,图388.1,
V.28 (RS232),V.28（RS232）,
Vpp generator,Vpp发生器,
diode drop,二极管压降,
J. Dutra,J. 杜特拉,
AC coupling,交流耦合,
bipolar switch,双极型开关,
EPROM,可擦除可编程只读存储器,
Intel flash memory,英特尔闪存,
Figure 422.1,图422.1,
VN(TOTAL),总输入参考均方根噪声电压,
NG = 1 + R1/R2,噪声增益公式,
transimpedance amplifiers,跨阻放大器,
REQ,等效电阻,
ROPTIMUM,最优源电阻,
VN/IN = ROPT,电压噪声与电流噪声之比等于最优源电阻,
Figure 422.2,图422.2,
voltage noise density,电压噪声密度,
ROPT,最优源电阻,
low noise op amps,低噪声运算放大器,
LTC1955,LTC1955,
smart card,智能卡,
low dropout linear regulators,低压差线性稳压器,
I/OX,I/OX,
DATA,DATA,
Kurk Mathews,柯克·马修斯,
36VIN to 72VIN to 3.3VOUT/20A,36V输入至72V输入至3.3V输出/20A,
2-transistor forward converter,双晶体管正激变换器,
half-brick footprint,半砖封装尺寸,
SOT23,SOT23,
Figure 316.1,图316.1,
48V telecom input rail,48V电信输入轨,
Figure 316.2,图316.2,
Figure 316.3,图316.3,
VRNG pin,VRNG引脚,
Figure 316.4,图316.4,
RUV1,RUV1,
RUV2,RUV2,
Bill Martin,比尔·马丁,
LTC4300A,LTC4300A,
Figure 320.1,图320.1,
dual phase switching,双相开关,
synchronous buck stages,同步降压级,
discontinuous conduction mode,断续导通模式,
CPU,CPU,
25A mobile CPU core power supply,25A移动CPU内核电源,
"1μH, low profile, surface mount inductors",1μH低剖面表面贴装电感器,
Figure 6.1,图6.1,
Figure 6.2,图6.2,
Table 6.1,表6.1,
mobile VRM,移动式电压调节模块,
LTC1442,LTC1442,
Figure 484.2,图484.2,
10mV hysteresis band,10mV滞回带,
LTC1444,LTC1444,
Figure 484.3,图484.3,
single cell lithium-ion battery,单节锂离子电池,
LT1300,LT1300,
micropower step-up DC/DC converter,微功耗升压DC/DC转换器,
comparators A and B,比较器A和B,
2.6V,2.6V,
low-battery condition,低电量状态,
P-channel Q1,P沟道Q1,
comparators C and D,比较器C和D,
4.65V threshold,4.65V阈值,
200ms,200毫秒,
Reset pin,复位引脚,
LTC1400,LTC1400,
IEC 1000-4-2 level 2,IEC 1000-4-2 2级,
LT1464,LT1464,
JFET operational amplifier,结型场效应晶体管运算放大器,
LTC1478,LTC1478,
Figure 137.1,图137.1,
Figure 137.2,图137.2,
Bryan Legates,布莱恩·莱加茨,
±35V outputs,±35 V输出,
±20V dual output converter,±20 V双路输出转换器,
Figure 149.1,图149.1,
Figure 149.2,图149.2,
Figure 183.2,图183.2,
Figure 183.1,图183.1,
Figure 183.3,图183.3,
LTC6902,LTC6902,
MSOP LT1460,MSOP封装LT1460,
IOUT = 20mA,输出电流为20mA,
Table 465.1,表465.1,
Figure 465.1,图465.1,
PDIP,PDIP封装,
TO-92,TO-92封装,
LT1460-2.5 Voltage Reference,LT1460-2.5电压基准源,
Jeff Huehn,杰夫·休恩,
Table 340.1,表340.1,
Figure 340.1,图340.1,
Figure 340.2,图340.2,
LT5400A,LT5400A,
thick film resistors,厚膜电阻,
SiCr resistors,硅铬电阻,
0402 configuration,0402封装配置,
Frank Lee,弗兰克·李,
3mm × 4mm DFN,3mm × 4mm DFN封装,
VLDO regulators,超低压差线性稳压器,
1A synchronous buck,1A同步降压,
300mA VLDO regulators,300mA超低压差线性稳压器,
Figure 51.1,图51.1,
LVIN Pin,LVIN引脚,
VMAX,VMAX,
Figure 37.1,图37.1,
CMPI pin,CMPI引脚,
Figure 37.2,图37.2,
DC1403A,DC1403A,
Figure 37.3,图37.3,
LCD display contrast control,LCD显示器对比度控制,
Figure 27.3,图27.3,
Figure 27.4,图27.4,
Alan Chern,艾伦·切尔恩,
DC/DC regulator,DC/DC稳压器,
ASICs,专用集成电路,
AMD Athlon,AMD Athlon,
2-phase converter,两相变换器,
Intel VRM9.0,Intel VRM9.0,
PolyPhase technique,PolyPhase技术,
Rubycon,Rubycon,
David Laude,大卫·劳德,
Li-Ion battery charger,锂离子电池充电器,
DRIVE pin,驱动引脚,
digital cameras,数码相机,
handheld computers,手持式计算机,
LTC1646,LTC1646,
PCI_RST#,PCI_RST#,
LOCAL_PCI_RST#,LOCAL_PCI_RST#,
RESETOUT,RESETOUT,
Figure 258.2,图258.2,
DC/DC PWM converters,DC/DC脉宽调制转换器,
I/O,I/O,
Figure 13.2,图13.2,
±0.35%,±0.35%,
Intel,英特尔,
Intel mobile specification,英特尔移动规范,
desktop standards,台式机规范,
VID,电压识别,
SMBus interface,SMBus接口,
SEL pin,选择引脚,
power good signal,电源正常信号,
Figure 13.1,图13.1,
Figure 420.2,图420.2,
LT6003,LT6003,
oxygen sensor amplifier,氧气传感器放大器,
oxygen sensor,氧气传感器,
fresh air,新鲜空气,
20.9% oxygen,20.9%氧气,
100Ω resistor,100欧姆电阻,
10mV full-scale reading,10毫伏满量程读数,
gain of 100,100倍增益,
1V full-scale output,1伏满量程输出,
human-livable oxygen levels,人类可生存氧气浓度,
18% oxygen content,18%氧气浓度,
0.86V,0.86伏,
oxygen deprivation,缺氧,
lungs,肺,
loss of consciousness,意识丧失,
holding your breath,屏住呼吸,
950nA,950纳安,
500μV worst-case input offset voltage,500微伏最差输入失调电压,
50mV uncertainty,50毫伏不确定性,
transimpedance approach,跨阻方法,
Figure 420.3,图420.3,
buffered reference voltage,缓冲参考电压,
zero-oxygen environment,零氧环境,
clipping at ground,对地削波,
Op amp A2,运算放大器A2,
current-to-voltage function,电流-电压转换功能,
feedback resistor RF,反馈电阻RF,
unity,单位增益,
output error due to offset,失调引起的输出误差,
500μV worst case,500微伏最差情况,
supply current,电源电流,
oxygen-presence dependent,依赖氧气存在,
ultralow power,超低功耗,
food storage,食品储存,
inhibit combustion,抑制燃烧,
portable sensors,便携式传感器,
hostile substance,有害物质,
LT6000,LT6000,
LT6003 family,LT6003系列,
13μA,13微安,
1μA micropower operation,1微安微功耗工作,
18V,18伏,
temperature,温度,
supply current carrots,电源电流陷阱,
portable applications,便携式应用,
battery charge levels,电池充电水平,
Figure 420.2 • Micropower Oxygen Sensor,图420.2 • 微功耗氧气传感器,
Figure 420.3 • High Accuracy Oxygen Sensor,图420.3 • 高精度氧气传感器,
SECTION 4,第4节,
2.5V/4A step-down regulator,2.5V/4A降压稳压器,
2.7V to 4.2V input,2.7V至4.2V输入,
Figure 64.2,图64.2,
ROSC,ROSC,
R2 and R3 voltage divider,R2与R3分压器,
0.49V reference,0.49V基准电压,
1.2A minimum peak inductor current,1.2A最小峰值电感电流,
3.3V/4A step-down regulator,3.3V/4A降压稳压器,
3.3V step-down DC/DC converter,3.3V降压型DC/DC转换器,
Figure 64.3,图64.3,
Figure 64.4,图64.4,
loop instability,环路不稳定,
"monolithic, synchronous step-down DC/DC converter",单片同步降压型DC/DC转换器,
high switching frequency,高开关频率,
low RDS(ON) power switches,低导通电阻功率开关,
Sean Gold,肖恩·戈尔德,
Figure 441.1,图441.1,
"Precision 3.6V, 1A Low Dropout Regulator",精密3.6V、1A低压差稳压器,
Figure 96.3,图96.3,
Figure 96.4,图96.4,
Figure 96.5,图96.5,
flyback winding,反激绕组,
DD package,DD封装,
William Walter,威廉·沃尔特,
switched capacitor step-down DC/DC converter,开关电容降压型DC/DC转换器,
Figure 227.1,图227.1,
Figure 227.2,图227.2,
core inductor,磁芯电感,
R1 resistor,R1电阻,
feedback pin,反馈引脚,
LED current calculation,LED电流计算,
ILED,ILED,
95mV,95毫伏,
resistor value selection table,电阻值选型表,
Table 300.1,表300.1,
high precision (1%) resistors,高精度（1%）电阻,
PWM signal,脉宽调制信号,
PWM dimming waveforms,PWM调光波形,
Figure 300.2,图300.2,
1kHz to 10kHz,1千赫兹至10千赫兹,
1.5V amplitude,1.5伏幅值,
Figure 300.3,图300.3,
VDC input,VDC输入,
RC filters,RC滤波器,
0.1μF,0.1微法,
RINC,RINC电阻,
36V,36伏,
1.2MHz,1.2兆赫兹,
internal compensation,内部补偿,
MC74HC1G04,MC74HC1G04,
IRLML6401,IRLML6401,
2N7002,2N7002,
LT5579,LT5579,
Figure 493.2,图493.2,
Figure 493.1,图493.1,
RF output frequency,射频输出频率,
2140MHz,2140 MHz,
−40dBm,−40 dBm,
−46dBm,−46 dBm,
LO port,本振端口,
return loss,回波损耗,
1100MHz to 3200MHz,1100 MHz 至 3200 MHz,
LT5578,LT5578,
TDD,时分双工,
Joseph Petrofsky,约瑟夫·佩特罗夫斯基,
log-antilog,对数-反对数,
BJT transistors,双极结型晶体管,
op amp differential pair,运算放大器差分对,
delta-sigma circuitry,ΔΣ电路,
"U.S. Patents numbers 6359576, 6362677",美国专利号6359576、6362677,
Figure 489.1a,图489.1a,
Figure 489.1b,图489.1b,
Figure 489.1c,图489.1c,
Figure 489.2,图489.2,
Mike Mayes,迈克·梅斯,
Easy Drive,Easy Drive,
ΔΣ converters,ΔΣ转换器,
LTC248x,LTC248x,
LTC248x family,LTC248x系列,
MOSFET buck/boost converter,MOSFET降压-升压变换器,
Figure 159.1,图159.1,
Figure 159.2,图159.2,
Figure 159.3,图159.3,
Figure 159.4,图159.4,
2.38V undervoltage lockout threshold,2.38 V欠压闭锁阈值,
0.4V threshold for micropower shutdown,0.4 V微功耗关断阈值,
power good flag,电源正常标志,
power good comparator,电源正常比较器,
16-pin TSSOP thermally enhanced package,16引脚TSSOP热增强型封装,
micropower shutdown,微功耗关断,
zero load quiescent current,空载静态电流,
90%,90%,
0.1Ω,0.1 Ω,
IMONOUT,IMONOUT,
IMONIN,IMONIN,
TMON,TMON,
TSET,TSET,
Figure 33.3,图33.3,
Figure 33.4,图33.4,
Figure 33.1,图33.1,
3.3V to 1.8V/7A step-down converter,3.3V 至 1.8V/7A 降压转换器,
power loss,功率损耗,
5A load step,5A 负载阶跃,
100mV,100毫伏,
1.5MHz,1.5兆赫,
PLLLPF pin,PLLLPF 引脚,
SVIN,电源输入电压,
external clock,外部时钟,
750kHz,750千赫,
2.25MHz,2.25兆赫,
internal phase-lock-loop,内部锁相环,
start-up,启动,
two LTC3415s in track mode,两个处于跟踪模式的 LTC3415,
1-phase,单相,
3-phase,三相,
4-phase,四相,
6-phase,六相,
point-of-load power supplies,负载点电源,
tracking,跟踪,
margining,裕量调节,
Figure 380.2,图380.2,
Figure 380.3,图380.3,
micropower buck regulator,微功耗降压稳压器,
dual ideal diode,双通道理想二极管,
micropower boost regulator,微功耗升压稳压器,
Figure 241.2,图241.2,
Figure 241.3,图241.3,
forced continuous conduction,强制连续导通,
Burst Mode clamps,突发模式钳位,
BMC,突发模式钳位（BMC）,
Figure 43.1,图43.1,
Figure 43.2,图43.2,
dual POL converter,双路点负载转换器,
David Kim,大卫·金,
Figure 299.1,图299.1,
40dB,40分贝,
TRANSMIT 2,传输2,
LT1195,LT1195,
LT1187,LT1187,
Figure 327.2,图327.2,
Figure 327.3,图327.3,
Figure 327.4,图327.4,
3.58MHz chroma subcarrier,3.58兆赫色度副载波,
4.5MHz sound subcarrier,4.5兆赫伴音副载波,
1000 feet of twisted-pair,1000英尺双绞线,
1000pF,1000皮法,
1.5MHz Square Wave,1.5兆赫方波,
LT6654A,LT6654A,
Figure 414.1,图414.1,
Figure 414.2,图414.2,
CMOS op amp,CMOS运算放大器,
electrometer-grade buffer stage,静电计级缓冲级,
flyback converting battery source,反激式电池电源,
Digital Voltmeter,数字电压表,
Figure 293.1,图293.1,
LED current sensing,LED电流检测,
constant voltage,恒压,
bias resistor,偏置电阻,
4V to 36V input voltage range,4 V至36 V输入电压范围,
avionic applications,航空电子应用,
NPN power switches,NPN功率开关,
high side sense resistors,高端检测电阻,
reference voltage,基准电压,
thermally enhanced exposed pad packages,热增强型裸露焊盘封装,
Figure 426.1,图426.1,
DC/DC switcher topologies,DC/DC开关稳压器拓扑结构,
transformer primary windings,变压器初级绕组,
differential mode harmonics,差模谐波,
secondary winding,次级绕组,
output filter inductor,输出滤波电感器,
parasitic capacitance,寄生电容,
Figure 24.1,图24.1,
push-pull transformer,推挽式变压器,
D1 to D4,D1至D4,
C3 to C6,C3至C6,
L1 and L2,L1和L2,
Pins 3 and 14,引脚3和14,
center-tapped transformer,中心抽头变压器,
U2 and U3,U2和U3,
Faraday shield,法拉第屏蔽层,
2.2nF capacitor,2.2 nF电容器,
Figure 24.2,图24.2,
12VOUT,12 V输出,
Application Note 70,应用笔记70,
Ultralow noise switchers,超低噪声开关稳压器,
LSENSE,检测电感,
Figure 85.4,图85.4,
Figure 85.5,图85.5,
Figure 85.6,图85.6,
AVP,AVP,
inductor DCR sensing,电感DCR检测,
San Hwa Chee,San Hwa Chee,
Figure 88.1,图88.1,
Figure 88.2,图88.2,
Xiaohua Su,苏晓华,
Figure 115.1,图115.1,
output peak-to-peak ripple,输出峰峰值纹波,
soft-start feature,软启动功能,
FBP pin,FBP引脚,
LT8410/-1,LT8410/-1,
Industrial remote monitoring systems,工业远程监控系统,
high efficiency boost converter,高效率升压变换器,
integrated feedback resistors,集成反馈电阻,
40V switch,40V开关,
output disconnect with current limit,带限流功能的输出断连,
2mm × 2mm DFN package,2mm × 2mm DFN封装,
Figure 115.2,图115.2,
Figure 115.3,图115.3,
Figure 115.4,图115.4,
Figure 115.5,图115.5,
Figure 115.6,图115.6,
2.5V–16V to 16V Boost Converter,2.5V–16V至16V升压变换器,
constant current,恒流,
16-lead S package,16引脚S封装,
Figure 222.2,图222.2,
Figure 383.4,图383.4,
5000 feet of terminated cable,5000英尺端接电缆,
fast slew mode,快速压摆率模式,
SLO pin,SLO引脚,
Figure 383.5,图383.5,
rise and fall times,上升和下降时间,
Figure 383.6,图383.6,
24-bit differential input A/D converter,24位差分输入模数转换器,
"low noise, low dropout micropower regulator",低噪声、低压差微功耗稳压器,
bridge circuits,电桥电路,
ratiometric applications,比例式应用,
VCC2,VCC2,
undervoltage lockout threshold,欠压闭锁阈值,
Y and Z,Y和Z,
1kΩ pull down,1kΩ下拉电阻,
external serial clock mode,外部串行时钟模式,
nonisolated side,非隔离侧,
driver output Y,驱动器输出Y,
VCC1,VCC1,
receiver input B,接收器输入B,
logic threshold,逻辑阈值,
input A,输入A,
SDO output,SDO输出,
LTC2402 data sheet,LTC2402数据手册,
Negative-Going Double-Pulse Behavior,负向双脉冲行为,
A = Driver Input,A = 驱动器输入,
B = Receiver Output,B = 接收器输出,
twice-terminated twisted pair,双端接双绞线,
slow slew mode,慢速压摆率模式,
Complete Isolated 24-Bit Data Acquisition System,完整隔离式24位数据采集系统,
4-switch buck-boost,四开关降压-升压,
current mode control architecture,电流模式控制架构,
boost regulator topology,升压调节器拓扑结构,
telecom,电信,
medical,医疗,
battery-powered systems,电池供电系统,
EN− pin,EN− 引脚,
Figure 163.3,图163.3,
Figure 163.4,图163.4,
Figure 163.5,图163.5,
TRACK/SS pin,TRACK/SS引脚,
VX,外部电压VX,
Figure 59.1,图59.1,
Figure 59.2,图59.2,
Figure 59.3,图59.3,
Figure 59.4,图59.4,
spread spectrum frequency modulation,扩频频率调制,
navigation systems,导航系统,
wireless LANs,无线局域网,
data acquisition boards,数据采集板,
industrial and military radio devices,工业与军用无线电设备,
Figure 243.1,图243.1,
Figure 243.2,图243.2,
Electronics 101,电子学101,
RTM2,RTM2,
250mV,250毫伏,
2.50V,2.50伏,
ΔVHIGH,高电压容差,
ΔVLOW,低电压容差,
Nyquist zone,奈奎斯特区,
LTC1420,LTC1420,
IF,中频,
local oscillator,本地振荡器,
diode mixer,二极管混频器,
Gilbert cell mixer,吉尔伯特单元混频器,
superheterodyne receiver,超外差接收机,
spectrum analyzers,频谱分析仪,
cellular base stations,蜂窝基站,
cable modems,电缆调制解调器,
microwave,微波,
satellite receivers,卫星接收机,
radar,雷达,
optical communications systems,光通信系统,
elliptic lowpass filter,椭圆低通滤波器,
summing node,求和节点,
Figure 466.1,图466.1,
4th order ±0.25dB passband lowpass filter,四阶±0.25 dB通带低通滤波器,
stopband notch,阻带陷波,
equal value resistors,等值电阻,
Figure 466.2,图466.2,
Figure 466.3,图466.3,
center frequency,中心频率,
CIN,CIN,
fCENTER,fCENTER,
Figure 466.4,图466.4,
1MHz bandpass filter,1 MHz带通滤波器,
1.5V/60A,1.5 V/60 A,
7V to 14V input,7 V 至 14 V 输入,
120° out-of-phase,120° 相位错开,
bottom MOSFETs,下管MOSFET,
light load,轻载,
"dynamic, cycle-by-cycle current sharing",动态逐周期电流均流,
peak-to-peak output voltage excursion,输出电压峰峰值波动,
load step,负载阶跃,
voltage spikes,电压尖峰,
5mm × 7mm 38-pin QFN package,5 mm × 7 mm 38 引脚QFN封装,
temperature compensated DCR sensing,温度补偿的DCR检测,
Voltage tracking,电压跟踪,
multichip operation,多芯片并联运行,
external sync capability,外部同步功能,
telecom and datacom systems,电信与数据通信系统,
industrial and computer systems,工业与计算机系统,
David Dinsmore Richard Markell,大卫·丁斯莫尔·理查德·马克尔,
IC2,IC2,
buck/boost DC/DC converter,降压/升压直流/直流转换器,
IC4B,IC4B,
IC3A,IC3A,
IC3B,IC3B,
IC4A,IC4A,
Figure 22.1,图22.1,
Figure 131.1,图131.1,
3.3V to 5V boost converter,3.3V至5V升压变换器,
Figure 131.2,图131.2,
Figure 131.3,图131.3,
5.6V Zener diode,5.6V齐纳二极管,
V− pin,V−引脚,
A to D converter,模数转换器,
remote controller,远程控制器,
clock,时钟,
configuration word,配置字,
output data,输出数据,
chip select signal,片选信号,
R and C,电阻R和电容C,
CS pin,CS引脚,
Figure 401.2,图401.2,
Figure 401.3,图401.3,
LT1180,LT1180,
100kBd,100kBd,
3.33V,3.33V,
bit pattern,比特模式,
Trace B,波形B,
Trace C,波形C,
gating pulse,门控脉冲,
Figure 401.4,图401.4,
12-bit converter,12位转换器,
Note 3,注3,
Figure 401.1,图401.1,
LTC1093/4,LTC1093/4,
Figure 401.3 • 10-Bit Converter Interface,图401.3 • 10位转换器接口,
Figure 401.4 • 12-Bit Converter Interface,图401.4 • 12位转换器接口,
IC ground leads,集成电路接地引线,
IR sensor,红外传感器,
charger chips,充电器芯片,
ICHARG,充电电流,
RS4,RS4,
RS1,RS1,
Kool Mμ,Kool Mμ,
PC board trace resistance,印制电路板走线电阻,
Figure 219.3,图219.3,
LT1510 Thermal Resistance,LT1510热阻,
Figure 219.4,图219.4,
LT1511 Lead Temperature,LT1511引脚温度,
Figure 219.5,图219.5,
Figure 219.2,图219.2,
LTC1799,LTC1799,
crystals,晶体,
ceramic resonators,陶瓷谐振器,
555 timers,555定时器,
RC oscillators,RC振荡器,
MHz,兆赫,
1ms,1毫秒,
30MHz,30兆赫,
vibration,振动,
acceleration forces,加速度力,
2.4mA,2.4毫安,
10mA,10毫安,
Table 486.1,表486.1,
1% resistors,1%精度电阻,
0.1% resistors,0.1%精度电阻,
YSI 44011,YSI 44011,
0°C,0摄氏度,
70°C,70摄氏度,
tempco,温度系数,
linearity,线性度,
0.5°C,0.5摄氏度,
Figure 486.3,图486.3,
Figure 486.4,图486.4,
OVDD pins,OVDD引脚,
SPI interface,SPI接口,
LSB,最低有效位,
TSOT-23 packages,TSOT-23封装,
Figure 334.1,图334.1,
Figure 334.2,图334.2,
LTC1286,LTC1286,
Figure 369.1,图369.1,
Figure 369.2,图369.2,
Figure 369.3,图369.3,
Figure 369.4,图369.4,
active 2nd order lowpass filter,有源二阶低通滤波器,
single supply rail-to-rail precision operational amplifier,单电源轨到轨精密运算放大器,
Linear’s Filter Group,凌力尔特滤波器系列,
Figure 475.1,图475.1,
Figure 475.2,图475.2,
Figure 428.3,图428.3,
Figure 428.4,图428.4,
Mark Marosek,马克·马罗塞克,
monolithic step-down DC/DC converter,单片降压型DC/DC转换器,
TSSOP package,TSSOP封装,
LTC3719,LTC3719,
AMD Hammer processor,AMD Hammer处理器,
VRM,电压调节模块,
LTC1629-6,LTC1629-6,
LTC3719 data sheet,LTC3719数据手册,
Design Solution 10,设计解决方案10,
